year,rank,city_be,city_lat,pop
1970,149,Шарашова,Šarašova,2938
1970,150,Мядзель,Miadziel,2854
1970,151,Вялікая Бераставіца,Vialikaja Bierastavica,2786
1970,152,Бягомль,Biahoml,2772
1970,153,Відзы,Vidzy,2747
1970,154,Асінторф,Asintorf,2727
1970,155,Езярышча,Jeziaryšča,2677
1970,156,Лагішын,Łahišyn,2669
1970,157,Расоны,Rasony,2621
1970,158,Ушачы,Ušačy,2604
1970,159,Сасновы Бор,Sasnovy Bor,2599
1970,160,Мір,Mir,2595
1970,161,Сураж,Suraž,2585
1970,162,Халапенічы,Chałapieničy,2554
1970,163,Капаткевічы,Kapatkievičy,2537
1970,164,Парычы,Paryčy,2487
1970,165,Асвея,Asvieja,2471
1970,166,Дзісна,Dzisna,2444
1970,167,Антопаль,Antopal,2401
1970,168,Косава,Kosava,2339
1970,169,Астрына,Astryna,2309
1970,170,Лынтупы,Łyntupy,2250
1970,171,Гарадзішча,Haradzišča,2248
1970,172,Бобр,Bobr,2189
1970,173,Радунь,Raduń,2168
1970,174,Падсвілле,Padsville,2151
1970,175,Церахоўка,Cierachoŭka,2142
1970,176,Юрацішкі,Juraciški,2132
1970,177,Зялёны Бор,Zialony Bor,2083
1970,178,Поразава,Porazava,2049
1970,179,Жалудок,Žałudok,2024
1970,180,Крывічы,Kryvičy,1993
1970,181,Азарычы,Azaryčy,1926
1970,182,Свір,Svir,1923
1970,183,Глуша,Hłuša,1914
1970,184,Ула,Uła,1906
1970,185,Казлоўшчына,Kazłoŭščyna,1874
1970,186,Сапоцкін,Sapockin,1871
1970,187,Стрэшын,Strešyn,1786
1970,188,Бальшавік,Balšavik,1782
1970,189,Коханава,Kochanava,1664
1970,190,Негарэлае,Nieharełaje,1654
1970,191,Камарын,Kamaryn,1652
1970,192,Любча,Lubča,1637
1970,193,Татарка,Tatarka,1592
1970,194,Копысь,Kopyś,1555
1970,195,Першамайскі,Pieršamajski,1516
1970,196,Дамачава,Damačava,1435
1970,197,Нарач,Narač,1408
1970,198,Янавічы,Janavičy,1237
1970,199,Градзянка,Hradzianka,1229
1970,200,Беліцк,Bielick,1227
1979,1,Мінск,Minsk,1261869
1979,2,Гомель,Homiel,382785
1979,3,Віцебск,Viciebsk,296605
1979,4,Магілёў,Mahiloŭ,290361
1979,5,Гродна,Hrodna,194775
1979,6,Бабруйск,Babrujsk,192207
1979,7,Брэст,Brest,177249
1979,8,Баранавічы,Baranavičy,130647
1979,9,Орша,Orša,112397
1979,10,Барысаў,Barysaŭ,111672
1979,11,Пінск,Pinsk,89847
1979,12,Мазыр,Mazyr,73463
1979,13,Маладзечна,Maładziečna,72612
1979,14,Полацк,Połack,71152
1979,15,Наваполацк,Navapołack,67110
1979,16,Ліда,Lida,65500
1979,17,Салігорск,Salihorsk,65148
1979,18,Рэчыца,Rečyca,60327
1979,19,Светлагорск,Svietłahorsk,54772
1979,20,Слуцк,Słuck,45176
1979,21,Слонім,Słonim,36659
1979,22,Жлобін,Žłobin,35422
1979,23,Жодзіна,Žodzina,33926
1979,24,Калінкавічы,Kalinkavičy,33405
1979,25,Кобрын,Kobryn,31811
1979,26,Крычаў,Kryčaŭ,30447
1979,27,Ваўкавыск,Vaŭkavysk,29074
1979,28,Асіповічы,Asipovičy,27409
1979,29,Горкі,Horki,26627
1979,30,Рагачоў,Rahačoŭ,25070
1979,31,Навагрудак,Navahrudak,22423
1979,32,Вілейка,Vilejka,20747
1979,33,Добруш,Dobruš,19175
1979,34,Лунінец,Łuniniec,18539
1979,35,Быхаў,Bychaŭ,18048
1979,36,Паставы,Pastavy,17982
1979,37,Пружаны,Pružany,17256
1979,38,Смаргонь,Smarhoń,16503
1979,39,Лепель,Lepiel,16479
1979,40,Дзяржынск,Dziaržynsk,15785
1979,41,Глыбокае,Hłybokaje,15387
1979,42,Мар'іна Горка,Marjina Horka,15156
1979,43,Хойнікі,Chojniki,15121
1979,44,Клімавічы,Klimavičy,14953
1979,45,Усходні,Uschodni,13929
1979,46,Масты,Masty,13633
1979,47,Бяроза,Biaroza,13113
1979,48,Шчучын,Ščučyn,12856
1979,49,Ашмяны,Ašmiany,12455
1979,50,Гарадок,Haradok,12263
1979,51,Нясвіж,Niasviž,11979
1979,52,Шклоў,Škłoŭ,11814
1979,53,Новалукомль,Novałukoml,11466
1979,54,Чэрвень,Červień,11461
1979,55,Смалявічы,Smalavičy,11400
1979,56,Івацэвічы,Ivacevičy,11178
1979,57,Жыткавічы,Žytkavičy,11175
1979,58,Касцюкоўка,Kasciukoŭka,10938
1979,59,Мсціслаў,Mscisłaŭ,10164
1979,60,Петрыкаў,Pietrykaŭ,10087
1979,61,Чавусы,Čavusy,10027
1979,62,Іванава,Ivanava,9912
1979,63,Барань,Barań,9866
1979,64,Стоўбцы,Stoŭbcy,9832
1979,65,Драгічын,Drahičyn,9700
1979,66,Беразіно,Bierazino,9274
1979,67,Скідзель,Skidziel,9225
1979,68,Касцюковічы,Kasciukovičy,9214
1979,69,Белаазёрск,Biełaaziorsk,9102
1979,70,Жабінка,Žabinka,8775
1979,71,Ветка,Vietka,8726
1979,72,Столін,Stolin,8718
1979,73,Нароўля,Naroŭla,8531
1979,74,Бярозаўка,Biarozaŭka,8522
1979,75,Маларыта,Małaryta,8493
1979,76,Ганцавічы,Hancavičy,8464
1979,77,Талачын,Tałačyn,8441
1979,78,Заслаўе,Zasłaŭje,8437
1979,79,Ельск,Jelsk,8424
1979,80,Любань,Lubań,8388
1979,81,Чачэрск,Čačersk,8303
1979,82,Старыя Дарогі,Staryja Darohi,8210
1979,83,Буда-Кашалёва,Buda-Kašalova,8094
1979,84,Бялынічы,Białyničy,8073
1979,85,Валожын,Vałožyn,7906
1979,86,Давыд-Гарадок,Davyd-Haradok,7894
1979,87,Дуброўна,Dubroŭna,7805
1979,88,Ляхавічы,Lachavičy,7728
1979,89,Браслаў,Brasłaŭ,7703
1979,90,Мікашэвічы,Mikaševičy,7620
1979,91,Чашнікі,Čašniki,7564
1979,92,Плешчаніцы,Pleščanicy,7448
1979,93,Міёры,Mijory,7122
1979,94,Слаўгарад,Słaŭharad,7095
1979,95,Клічаў,Kličaŭ,7021
1979,96,Чэрыкаў,Čerykaŭ,7019
1979,97,Клецк,Kleck,6954
1979,98,Капыль,Kapyl,6764
1979,99,Лельчыцы,Lelčycy,6680
1979,100,Шуміліна,Šumilina,6621
1979,101,Бешанковічы,Biešankovičy,6331
1979,102,Лоеў,Łojeŭ,6298
1979,103,Верхнядзвінск,Vierchniadzvinsk,6279
1979,104,Глуск,Hłusk,6271
1979,105,Узда,Uzda,6237
1979,106,Васілевічы,Vasilevičy,6160
1979,107,Лёзна,Lozna,6065
1979,108,Кіраўск,Kiraŭsk,6062
1979,109,Сянно,Sianno,6031
1979,110,Іўе,Iŭje,6016
1979,111,Камянец,Kamianiec,5968
1979,112,Крупкі,Krupki,5940
1979,113,Хоцімск,Chocimsk,5915
1979,114,Акцябрскі,Akciabrski,5851
1979,115,Краснаполле,Krasnapolle,5748
1979,116,Зэльва,Zelva,5631
1979,117,Карма,Karma,5624
1979,118,Шаркоўшчына,Šarkoŭščyna,5574
1979,119,Брагін,Brahin,5461
1979,120,Дзятлава,Dziatłava,5454
1979,121,Лагойск,Łahojsk,5320
1979,122,Старобін,Starobin,5200
1979,123,Карэлічы,Kareličy,5107
1979,124,Мядзель,Miadziel,5047
1979,125,Смілавічы,Smiłavičy,5042
1979,126,Астравец,Astraviec,4959
1979,127,Круглае,Kruhłaje,4937
1979,128,Багушэўск,Bahušeŭsk,4895
1979,129,Воранава,Voranava,4768
1979,130,Докшыцы,Dokšycy,4719
1979,131,Высокае,Vysokaje,4636
1979,132,Красная Слабада,Krasnaja Słabada,4579
1979,133,Гарадзея,Haradzieja,4476
1979,134,Краснасельскі,Krasnasielski,4440
1979,135,Івянец,Ivianiec,4434
1979,136,Ружаны,Ružany,4247
1979,137,Вялікая Бераставіца,Vialikaja Bierastavica,4191
1979,138,Руба,Ruba,4181
1979,139,Варапаева,Varapajeva,4175
1979,140,Урэчча,Urečča,4051
1979,141,Целяханы,Cielachany,3915
1979,142,Рудзенск,Rudziensk,3875
1979,143,Наваельня,Navajelnia,3852
1979,144,Ушачы,Ušačy,3821
1979,145,Уваравічы,Uvaravičy,3817
1979,146,Тураў,Turaŭ,3799
1979,147,Рось,Roś,3747
1979,148,Капаткевічы,Kapatkievičy,3723
1979,149,Расоны,Rasony,3450
1979,150,Елізава,Jelizava,3371
1979,151,Арэхаўск,Arechaŭsk,3370
1979,152,Радашковічы,Radaškovičy,3224
1979,153,Коханава,Kochanava,3206
1979,154,Обаль,Obal,3094
1979,155,Ветрына,Vietryna,3087
1979,156,Парычы,Paryčy,2918
1979,157,Лагішын,Łahišyn,2872
1979,158,Відзы,Vidzy,2821
1979,159,Бягомль,Biahoml,2790
1979,160,Праўдзінскі,Praŭdzinski,2709
1979,161,Шарашова,Šarašova,2661
1979,162,Радунь,Raduń,2560
1979,163,Гарадзішча,Haradzišča,2529
1979,164,Церахоўка,Cierachoŭka,2498
1979,165,Мір,Mir,2482
1979,166,Дзісна,Dzisna,2481
1979,167,Антопаль,Antopal,2472
1979,168,Езярышча,Jeziaryšča,2470
1979,169,Падсвілле,Padsville,2408
1979,170,Астрына,Astryna,2367
1979,171,Камарын,Kamaryn,2359
1979,172,Косава,Kosava,2330
1979,173,Сасновы Бор,Sasnovy Bor,2143
1979,174,Халапенічы,Chałapieničy,2127
1979,175,Асінторф,Asintorf,2078
1979,176,Асвея,Asvieja,2069
1979,177,Лынтупы,Łyntupy,2060
1979,178,Крывічы,Kryvičy,2011
1979,179,Казлоўшчына,Kazłoŭščyna,2004
1979,180,Бальшавік,Balšavik,1976
1979,181,Юрацішкі,Juraciški,1939
1979,182,Бобр,Bobr,1872
1979,183,Жалудок,Žałudok,1846
1979,184,Азарычы,Azaryčy,1840
1979,185,Глуша,Hłuša,1839
1979,186,Сапоцкін,Sapockin,1787
1979,187,Любча,Lubča,1741
1979,188,Зялёны Бор,Zialony Bor,1724
1979,189,Свір,Svir,1669
1979,190,Стрэшын,Strešyn,1614
1979,191,Сураж,Suraž,1609
1979,192,Поразава,Porazava,1603
1979,193,Першамайскі,Pieršamajski,1525
1979,194,Нарач,Narač,1479
1979,195,Негарэлае,Nieharełaje,1478
1979,196,Ула,Uła,1442
1979,197,Дамачава,Damačava,1414
1979,198,Татарка,Tatarka,1349
1979,199,Копысь,Kopyś,1330
1979,200,Янавічы,Janavičy,1229
1979,201,Пагранічны,Pahraničny,1165
1979,202,Градзянка,Hradzianka,983
1979,203,Беліцк,Bielick,968
1989,1,Мінск,Minsk,1589436
1989,2,Гомель,Homiel,500846
1989,3,Магілёў,Mahiloŭ,359188
1989,4,Віцебск,Viciebsk,350004
1989,5,Гродна,Hrodna,270535
1989,6,Брэст,Brest,258016
1989,7,Бабруйск,Babrujsk,221166
1989,8,Баранавічы,Baranavičy,159315
1989,9,Барысаў,Barysaŭ,143792
1989,10,Орша,Orša,123128
1989,11,Пінск,Pinsk,118636
1989,12,Мазыр,Mazyr,100254
1989,13,Салігорск,Salihorsk,92742
1989,14,Наваполацк,Navapołack,92699
1989,15,Маладзечна,Maładziečna,91726
1989,16,Ліда,Lida,91007
1989,17,Полацк,Połack,76837
1989,18,Светлагорск,Svietłahorsk,69475
1989,19,Рэчыца,Rečyca,69427
1989,20,Слуцк,Słuck,57556
1989,21,Жлобін,Žłobin,56695
1989,22,Жодзіна,Žodzina,53744
1989,23,Слонім,Słonim,45741
1989,24,Кобрын,Kobryn,44829
1989,25,Калінкавічы,Kalinkavičy,40980
1989,26,Ваўкавыск,Vaŭkavysk,40374
1989,27,Рагачоў,Rahačoŭ,35757
1989,28,Асіповічы,Asipovičy,33803
1989,29,Крычаў,Kryčaŭ,32908
1989,30,Горкі,Horki,30905
1989,31,Смаргонь,Smarhoń,30839
1989,32,Навагрудак,Navahrudak,29506
1989,33,Вілейка,Vilejka,28077
1989,34,Лунінец,Łuniniec,23213
1989,35,Бяроза,Biaroza,23203
1989,36,Пружаны,Pružany,23079
1989,37,Дзяржынск,Dziaržynsk,22904
1989,38,Добруш,Dobruš,20750
1989,39,Быхаў,Bychaŭ,20049
1989,40,Лепель,Lepiel,19087
1989,41,Паставы,Pastavy,19022
1989,42,Усходні,Uschodni,18876
1989,43,Мар'іна Горка,Marjina Horka,18866
1989,44,Івацэвічы,Ivacevičy,17219
1989,45,Хойнікі,Chojniki,17113
1989,46,Глыбокае,Hłybokaje,17019
1989,47,Клімавічы,Klimavičy,16535
1989,48,Масты,Masty,16494
1989,49,Жыткавічы,Žytkavičy,15518
1989,50,Шчучын,Ščučyn,15364
1989,51,Шклоў,Škłoŭ,14893
1989,52,Ашмяны,Ašmiany,14748
1989,53,Гарадок,Haradok,14338
1989,54,Ганцавічы,Hancavičy,14117
1989,55,Нясвіж,Niasviž,14039
1989,56,Новалукомль,Novałukoml,13763
1989,57,Стоўбцы,Stoŭbcy,13608
1989,58,Смалявічы,Smalavičy,13593
1989,59,Іванава,Ivanava,13581
1989,60,Барань,Barań,13556
1989,61,Драгічын,Drahičyn,13400
1989,62,Касцюковічы,Kasciukovičy,13235
1989,63,Мікашэвічы,Mikaševičy,12777
1989,64,Беразіно,Bierazino,12665
1989,65,Чавусы,Čavusy,12460
1989,66,Петрыкаў,Pietrykaŭ,11975
1989,67,Чэрвень,Červień,11460
1989,68,Бярозаўка,Biarozaŭka,11418
1989,69,Талачын,Tałačyn,11409
1989,70,Мсціслаў,Mscisłaŭ,11230
1989,71,Нароўля,Naroŭla,11165
1989,72,Любань,Lubań,11049
1989,73,Старыя Дарогі,Staryja Darohi,10976
1989,74,Скідзель,Skidziel,10924
1989,75,Касцюкоўка,Kasciukoŭka,10860
1989,76,Жабінка,Žabinka,10852
1989,77,Белаазёрск,Biełaaziorsk,10698
1989,78,Ляхавічы,Lachavičy,10664
1989,79,Валожын,Vałožyn,10643
1989,80,Бялынічы,Białyničy,10625
1989,81,Клецк,Kleck,10508
1989,82,Столін,Stolin,10486
1989,83,Заслаўе,Zasłaŭje,10438
1989,84,Ветка,Vietka,10197
1989,85,Чашнікі,Čašniki,10071
1989,86,Чачэрск,Čačersk,9762
1989,87,Маларыта,Małaryta,9666
1989,88,Дуброўна,Dubroŭna,9650
1989,89,Ельск,Jelsk,9632
1989,90,Браслаў,Brasłaŭ,9546
1989,91,Капыль,Kapyl,9538
1989,92,Буда-Кашалёва,Buda-Kašalova,9149
1989,93,Сянно,Sianno,8991
1989,94,Бешанковічы,Biešankovičy,8764
1989,95,Шуміліна,Šumilina,8739
1989,96,Фаніпаль,Fanipal,8729
1989,97,Чэрыкаў,Čerykaŭ,8718
1989,98,Лельчыцы,Lelčycy,8682
1989,99,Міёры,Mijory,8590
1989,100,Кіраўск,Kiraŭsk,8335
1989,101,Узда,Uzda,8327
1989,102,Камянец,Kamianiec,8250
1989,103,Слаўгарад,Słaŭharad,8127
1989,104,Крупкі,Krupki,8123
1989,105,Клічаў,Kličaŭ,8073
1989,106,Лагойск,Łahojsk,7992
1989,107,Іўе,Iŭje,7971
1989,108,Зэльва,Zelva,7825
1989,109,Глуск,Hłusk,7815
1989,110,Давыд-Гарадок,Davyd-Haradok,7708
1989,111,Хоцімск,Chocimsk,7696
1989,112,Астравец,Astraviec,7675
1989,113,Верхнядзвінск,Vierchniadzvinsk,7672
1989,114,Лоеў,Łojeŭ,7644
1989,115,Дзятлава,Dziatłava,7598
1989,116,Лёзна,Lozna,7528
1989,117,Руба,Ruba,7442
1989,118,Шаркоўшчына,Šarkoŭščyna,7385
1989,119,Акцябрскі,Akciabrski,7335
1989,120,Плешчаніцы,Pleščanicy,7333
1989,121,Карма,Karma,7201
1989,122,Мядзель,Miadziel,7196
1989,123,Круглае,Kruhłaje,7108
1989,124,Докшыцы,Dokšycy,6876
1989,125,Краснаполле,Krasnapolle,6864
1989,126,Карэлічы,Kareličy,6694
1989,127,Воранава,Voranava,6295
1989,128,Брагін,Brahin,5882
1989,129,Ушачы,Ušačy,5827
1989,130,Старобін,Starobin,5795
1989,131,Краснасельскі,Krasnasielski,5662
1989,132,Васілевічы,Vasilevičy,5372
1989,133,Расоны,Rasony,5264
1989,134,Вялікая Бераставіца,Vialikaja Bierastavica,5115
1989,135,Коханава,Kochanava,5018
1989,136,Івянец,Ivianiec,4939
1989,137,Смілавічы,Smiłavičy,4909
1989,138,Красная Слабада,Krasnaja Słabada,4900
1989,139,Свіслач,Svisłač,4780
1989,140,Радашковічы,Radaškovičy,4695
1989,141,Гарадзея,Haradzieja,4673
1989,142,Багушэўск,Bahušeŭsk,4590
1989,143,Высокае,Vysokaje,4510
1989,144,Целяханы,Cielachany,4478
1989,145,Рось,Roś,4326
1989,146,Капаткевічы,Kapatkievičy,4215
1989,147,Урэчча,Urečča,4074
1989,148,Наваельня,Navajelnia,4013
1989,149,Ружаны,Ružany,3760
1989,150,Варапаева,Varapajeva,3719
1989,151,Арэхаўск,Arechaŭsk,3639
1989,152,Нарач,Narač,3616
1989,153,Рудзенск,Rudziensk,3568
1989,154,Тураў,Turaŭ,3467
1989,155,Уваравічы,Uvaravičy,3445
1989,156,Елізава,Jelizava,3438
1989,157,Обаль,Obal,3269
1989,158,Бягомль,Biahoml,3201
1989,159,Лагішын,Łahišyn,3100
1989,160,Парычы,Paryčy,3019
1989,161,Гарадзішча,Haradzišča,2914
1989,162,Падсвілле,Padsville,2884
1989,163,Радунь,Raduń,2798
1989,164,Камарын,Kamaryn,2780
1989,165,Сасновы Бор,Sasnovy Bor,2777
1989,166,Праўдзінскі,Praŭdzinski,2741
1989,167,Косава,Kosava,2673
1989,168,Астрына,Astryna,2621
1989,169,Бальшавік,Balšavik,2589
1989,170,Дзісна,Dzisna,2573
1989,171,Антопаль,Antopal,2517
1989,172,Мір,Mir,2500
1989,173,Шарашова,Šarašova,2451
1989,174,Езярышча,Jeziaryšča,2357
1989,175,Церахоўка,Cierachoŭka,2356
1989,176,Сосны,Sosny,2344
1989,177,Казлоўшчына,Kazłoŭščyna,2262
1989,178,Халапенічы,Chałapieničy,2190
1989,179,Відзы,Vidzy,2184
1989,180,Лынтупы,Łyntupy,1993
1989,181,Ветрына,Vietryna,1951
1989,182,Асвея,Asvieja,1913
1989,183,Жалудок,Žałudok,1870
1989,184,Сокал,Sokał,1816
1989,185,Глуша,Hłuša,1799
1989,186,Юрацішкі,Juraciški,1750
1989,187,Асінторф,Asintorf,1747
1989,188,Крывічы,Kryvičy,1747
1989,189,Любча,Lubča,1691
1989,190,Зялёны Бор,Zialony Bor,1613
1989,191,Першамайскі,Pieršamajski,1584
1989,192,Сураж,Suraž,1529
1989,193,Сапоцкін,Sapockin,1528
1989,194,Пагранічны,Pahraničny,1522
1989,195,Бобр,Bobr,1513
1989,196,Поразава,Porazava,1510
1989,197,Азарычы,Azaryčy,1507
1989,198,Стрэшын,Strešyn,1413
1989,199,Дамачава,Damačava,1407
1989,200,Негарэлае,Nieharełaje,1391
1989,201,Свір,Svir,1357
1989,202,Янавічы,Janavičy,1295
1989,203,Татарка,Tatarka,1183
1989,204,Копысь,Kopyś,1165
1989,205,Ула,Uła,1144
1989,206,Градзянка,Hradzianka,781
1989,207,Беліцк,Bielick,680
1999,1,Мінск,Minsk,1680500
1999,2,Гомель,Homiel,475500
1999,3,Магілёў,Mahiloŭ,356500
1999,4,Віцебск,Viciebsk,340700
1999,5,Гродна,Hrodna,301600
1999,6,Брэст,Brest,286400
1999,7,Бабруйск,Babrujsk,220700
1999,8,Баранавічы,Baranavičy,167400
1999,9,Барысаў,Barysaŭ,150700
1999,10,Пінск,Pinsk,129900
1999,11,Орша,Orša,123900
1999,12,Мазыр,Mazyr,109800
1999,13,Наваполацк,Navapołack,105600
1999,14,Салігорск,Salihorsk,100900
1999,15,Ліда,Lida,100700
1999,16,Маладзечна,Maładziečna,96600
1999,17,Полацк,Połack,82500
1999,18,Светлагорск,Svietłahorsk,73300
1999,19,Жлобін,Žłobin,71200
1999,20,Рэчыца,Rečyca,66700
1999,21,Слуцк,Słuck,63500
1999,22,Жодзіна,Žodzina,59300
1999,23,Слонім,Słonim,51700
1999,24,Кобрын,Kobryn,50700
1999,25,Ваўкавыск,Vaŭkavysk,46600
1999,26,Калінкавічы,Kalinkavičy,38200
1999,27,Смаргонь,Smarhoń,36200
1999,28,Рагачоў,Rahačoŭ,35900
1999,29,Асіповічы,Asipovičy,35900
1999,30,Горкі,Horki,33000
1999,31,Навагрудак,Navahrudak,30200
1999,32,Вілейка,Vilejka,30000
1999,33,Бяроза,Biaroza,29800
1999,34,Крычаў,Kryčaŭ,29600
1999,35,Івацэвічы,Ivacevičy,23900
1999,36,Лунінец,Łuniniec,23900
1999,37,Мар'іна Горка,Marjina Horka,23900
1999,38,Дзяржынск,Dziaržynsk,23800
1999,39,Паставы,Pastavy,21100
1999,40,Пружаны,Pružany,20200
1999,41,Добруш,Dobruš,19700
1999,42,Глыбокае,Hłybokaje,19500
1999,43,Лепель,Lepiel,19000
1999,44,Масты,Masty,18400
1999,45,Быхаў,Bychaŭ,18400
1999,46,Касцюковічы,Kasciukovičy,17200
1999,47,Жыткавічы,Žytkavičy,17100
1999,48,Клімавічы,Klimavičy,17100
1999,49,Шклоў,Škłoŭ,16500
1999,50,Стоўбцы,Stoŭbcy,16400
1999,51,Шчучын,Ščučyn,16200
1999,52,Іванава,Ivanava,15900
1999,53,Новалукомль,Novałukoml,15100
1999,54,Ашмяны,Ašmiany,15100
1999,55,Драгічын,Drahičyn,15000
1999,56,Хойнікі,Chojniki,15000
1999,57,Ганцавічы,Hancavičy,14800
1999,58,Нясвіж,Niasviž,14600
1999,59,Гарадок,Haradok,14100
1999,60,Смалявічы,Smalavičy,14100
1999,61,Мікашэвічы,Mikaševičy,13800
1999,62,Беразіно,Bierazino,13300
1999,63,Белаазёрск,Biełaaziorsk,13200
1999,64,Заслаўе,Zasłaŭje,13100
1999,65,Жабінка,Žabinka,12700
1999,66,Барань,Barań,12500
1999,67,Бярозаўка,Biarozaŭka,12200
1999,68,Старыя Дарогі,Staryja Darohi,12200
1999,69,Столін,Stolin,12000
1999,70,Мсціслаў,Mscisłaŭ,11800
1999,71,Петрыкаў,Pietrykaŭ,11700
1999,72,Любань,Lubań,11700
1999,73,Скідзель,Skidziel,11600
1999,74,Валожын,Vałožyn,11600
1999,75,Ляхавічы,Lachavičy,11500
1999,76,Маларыта,Małaryta,11500
1999,77,Чавусы,Čavusy,11400
1999,78,Фаніпаль,Fanipal,11300
1999,79,Бялынічы,Białyničy,11200
1999,80,Клецк,Kleck,11200
1999,81,Чэрвень,Červień,11200
1999,82,Капыль,Kapyl,10800
1999,83,Талачын,Tałačyn,10700
1999,84,Ельск,Jelsk,10400
1999,85,Касцюкоўка,Kasciukoŭka,10300
1999,86,Браслаў,Brasłaŭ,10100
1999,87,Чашнікі,Čašniki,10100
1999,88,Лельчыцы,Lelčycy,9700
1999,89,Лагойск,Łahojsk,9500
1999,90,Узда,Uzda,9500
1999,91,Буда-Кашалёва,Buda-Kašalova,9400
1999,92,Дуброўна,Dubroŭna,9200
1999,93,Міёры,Mijory,9100
1999,94,Сянно,Sianno,9000
1999,95,Кіраўск,Kiraŭsk,9000
1999,96,Крупкі,Krupki,8800
1999,97,Чэрыкаў,Čerykaŭ,8700
1999,98,Камянец,Kamianiec,8600
1999,99,Астравец,Astraviec,8600
1999,100,Іўе,Iŭje,8600
1999,101,Акцябрскі,Akciabrski,8400
1999,102,Дзятлава,Dziatłava,8400
1999,103,Зэльва,Zelva,8400
1999,104,Бешанковічы,Biešankovičy,8300
1999,105,Шуміліна,Šumilina,8300
1999,106,Глуск,Hłusk,8200
1999,107,Клічаў,Kličaŭ,8100
1999,108,Слаўгарад,Słaŭharad,8100
1999,109,Плешчаніцы,Pleščanicy,8100
1999,110,Верхнядзвінск,Vierchniadzvinsk,8000
1999,111,Шаркоўшчына,Šarkoŭščyna,7800
1999,112,Круглае,Kruhłaje,7800
1999,113,Хоцімск,Chocimsk,7800
1999,114,Мядзель,Miadziel,7800
1999,115,Руба,Ruba,7700
1999,116,Ветка,Vietka,7700
1999,117,Карэлічы,Kareličy,7700
1999,118,Лоеў,Łojeŭ,7600
1999,119,Чачэрск,Čačersk,7400
1999,120,Мачулішчы,Mačuliščy,7400
1999,121,Краснасельскі,Krasnasielski,7300
1999,122,Давыд-Гарадок,Davyd-Haradok,7200
