year,territory_id,age_group,sex,locality,pop
2019,BY-HR,70-74,t,total,37083
2019,BY-HR,70-74,t,urban,24565
2019,BY-HR,75-79,f,rural,9969
2019,BY-HR,75-79,f,total,22251
2019,BY-HR,75-79,f,urban,12282
2019,BY-HR,75-79,m,rural,3581
2019,BY-HR,75-79,m,total,9060
2019,BY-HR,75-79,m,urban,5479
2019,BY-HR,75-79,t,rural,13550
2019,BY-HR,75-79,t,total,31311
2019,BY-HR,75-79,t,urban,17761
2019,BY-HR,80 +,f,rural,18602
2019,BY-HR,80 +,f,total,35852
2019,BY-HR,80 +,f,urban,17250
2019,BY-HR,80 +,m,rural,4937
2019,BY-HR,80 +,m,total,10309
2019,BY-HR,80 +,m,urban,5372
2019,BY-HR,80 +,t,rural,23539
2019,BY-HR,80 +,t,total,46161
2019,BY-HR,80 +,t,urban,22622
2019,BY-MA,0-4,f,rural,5070
2019,BY-MA,0-4,f,total,28068
2019,BY-MA,0-4,f,urban,22998
2019,BY-MA,0-4,m,rural,5255
2019,BY-MA,0-4,m,total,29270
2019,BY-MA,0-4,m,urban,24015
2019,BY-MA,0-4,t,rural,10325
2019,BY-MA,0-4,t,total,57338
2019,BY-MA,0-4,t,urban,47013
2019,BY-MA,10-14,f,rural,5123
2019,BY-MA,10-14,f,total,26659
2019,BY-MA,10-14,f,urban,21536
2019,BY-MA,10-14,m,rural,5225
2019,BY-MA,10-14,m,total,27714
2019,BY-MA,10-14,m,urban,22489
2019,BY-MA,10-14,t,rural,10348
2019,BY-MA,10-14,t,total,54373
2019,BY-MA,10-14,t,urban,44025
2019,BY-MA,15-19,f,rural,3905
2019,BY-MA,15-19,f,total,22638
2019,BY-MA,15-19,f,urban,18733
2019,BY-MA,15-19,m,rural,4170
2019,BY-MA,15-19,m,total,24758
2019,BY-MA,15-19,m,urban,20588
2019,BY-MA,15-19,t,rural,8075
2019,BY-MA,15-19,t,total,47396
2019,BY-MA,15-19,t,urban,39321
2019,BY-MA,20-24,f,rural,3925
2019,BY-MA,20-24,f,total,22181
2019,BY-MA,20-24,f,urban,18256
2019,BY-MA,20-24,m,rural,4528
2019,BY-MA,20-24,m,total,23970
2019,BY-MA,20-24,m,urban,19442
2019,BY-MA,20-24,t,rural,8453
2019,BY-MA,20-24,t,total,46151
2019,BY-MA,20-24,t,urban,37698
2019,BY-MA,25-29,f,rural,5163
2019,BY-MA,25-29,f,total,32360
2019,BY-MA,25-29,f,urban,27197
2019,BY-MA,25-29,m,rural,6283
2019,BY-MA,25-29,m,total,33616
2019,BY-MA,25-29,m,urban,27333
2019,BY-MA,25-29,t,rural,11446
2019,BY-MA,25-29,t,total,65976
2019,BY-MA,25-29,t,urban,54530
2019,BY-MA,30-34,f,rural,5920
2019,BY-MA,30-34,f,total,41051
2019,BY-MA,30-34,f,urban,35131
2019,BY-MA,30-34,m,rural,6991
2019,BY-MA,30-34,m,total,41542
2019,BY-MA,30-34,m,urban,34551
2019,BY-MA,30-34,t,rural,12911
2019,BY-MA,30-34,t,total,82593
2019,BY-MA,30-34,t,urban,69682
2019,BY-MA,35-39,f,rural,6068
2019,BY-MA,35-39,f,total,40529
2019,BY-MA,35-39,f,urban,34461
2019,BY-MA,35-39,m,rural,7088
2019,BY-MA,35-39,m,total,39615
2019,BY-MA,35-39,m,urban,32527
2019,BY-MA,35-39,t,rural,13156
2019,BY-MA,35-39,t,total,80144
2019,BY-MA,35-39,t,urban,66988
2019,BY-MA,40-44,f,rural,6816
2019,BY-MA,40-44,f,total,39011
2019,BY-MA,40-44,f,urban,32195
2019,BY-MA,40-44,m,rural,6944
2019,BY-MA,40-44,m,total,36833
2019,BY-MA,40-44,m,urban,29889
2019,BY-MA,40-44,t,rural,13760
2019,BY-MA,40-44,t,total,75844
2019,BY-MA,40-44,t,urban,62084
2019,BY-MA,45-49,f,rural,7800
2019,BY-MA,45-49,f,total,37522
2019,BY-MA,45-49,f,urban,29722
2019,BY-MA,45-49,m,rural,7860
2019,BY-MA,45-49,m,total,33375
2019,BY-MA,45-49,m,urban,25515
2019,BY-MA,45-49,t,rural,15660
2019,BY-MA,45-49,t,total,70897
2019,BY-MA,45-49,t,urban,55237
2019,BY-MA,5-9,f,rural,5015
2019,BY-MA,5-9,f,total,28918
2019,BY-MA,5-9,f,urban,23903
2019,BY-MA,5-9,m,rural,5236
2019,BY-MA,5-9,m,total,30527
2019,BY-MA,5-9,m,urban,25291
2019,BY-MA,5-9,t,rural,10251
2019,BY-MA,5-9,t,total,59445
2019,BY-MA,5-9,t,urban,49194
2019,BY-MA,50-54,f,rural,8854
2019,BY-MA,50-54,f,total,39013
2019,BY-MA,50-54,f,urban,30159
2019,BY-MA,50-54,m,rural,9086
2019,BY-MA,50-54,m,total,32961
2019,BY-MA,50-54,m,urban,23875
2019,BY-MA,50-54,t,rural,17940
2019,BY-MA,50-54,t,total,71974
2019,BY-MA,50-54,t,urban,54034
2019,BY-MA,55-59,f,rural,10137
2019,BY-MA,55-59,f,total,44360
2019,BY-MA,55-59,f,urban,34223
2019,BY-MA,55-59,m,rural,10951
2019,BY-MA,55-59,m,total,37639
2019,BY-MA,55-59,m,urban,26688
2019,BY-MA,55-59,t,rural,21088
2019,BY-MA,55-59,t,total,81999
2019,BY-MA,55-59,t,urban,60911
2019,BY-MA,60-64,f,rural,10259
2019,BY-MA,60-64,f,total,45003
2019,BY-MA,60-64,f,urban,34744
2019,BY-MA,60-64,m,rural,9837
2019,BY-MA,60-64,m,total,34731
2019,BY-MA,60-64,m,urban,24894
2019,BY-MA,60-64,t,rural,20096
2019,BY-MA,60-64,t,total,79734
2019,BY-MA,60-64,t,urban,59638
2019,BY-MA,65-69,f,rural,7504
2019,BY-MA,65-69,f,total,35944
2019,BY-MA,65-69,f,urban,28440
2019,BY-MA,65-69,m,rural,6434
2019,BY-MA,65-69,m,total,24537
2019,BY-MA,65-69,m,urban,18103
2019,BY-MA,65-69,t,rural,13938
2019,BY-MA,65-69,t,total,60481
2019,BY-MA,65-69,t,urban,46543
2019,BY-MA,70-74,f,rural,4737
2019,BY-MA,70-74,f,total,20423
2019,BY-MA,70-74,f,urban,15686
2019,BY-MA,70-74,m,rural,2838
2019,BY-MA,70-74,m,total,11667
2019,BY-MA,70-74,m,urban,8829
2019,BY-MA,70-74,t,rural,7575
2019,BY-MA,70-74,t,total,32090
2019,BY-MA,70-74,t,urban,24515
2019,BY-MA,75-79,f,rural,5742
2019,BY-MA,75-79,f,total,17695
2019,BY-MA,75-79,f,urban,11953
2019,BY-MA,75-79,m,rural,2300
2019,BY-MA,75-79,m,total,7388
2019,BY-MA,75-79,m,urban,5088
2019,BY-MA,75-79,t,rural,8042
2019,BY-MA,75-79,t,total,25083
2019,BY-MA,75-79,t,urban,17041
2019,BY-MA,80 +,f,rural,11327
2019,BY-MA,80 +,f,total,29020
2019,BY-MA,80 +,f,urban,17693
2019,BY-MA,80 +,m,rural,3142
2019,BY-MA,80 +,m,total,8753
2019,BY-MA,80 +,m,urban,5611
2019,BY-MA,80 +,t,rural,14469
2019,BY-MA,80 +,t,total,37773
2019,BY-MA,80 +,t,urban,23304
2019,BY-MI,0-4,f,rural,17597
2019,BY-MI,0-4,f,total,42397
2019,BY-MI,0-4,f,urban,24800
2019,BY-MI,0-4,m,rural,18951
2019,BY-MI,0-4,m,total,45136
2019,BY-MI,0-4,m,urban,26185
2019,BY-MI,0-4,t,rural,36548
2019,BY-MI,0-4,t,total,87533
2019,BY-MI,0-4,t,urban,50985
2019,BY-MI,10-14,f,rural,16089
2019,BY-MI,10-14,f,total,37922
2019,BY-MI,10-14,f,urban,21833
2019,BY-MI,10-14,m,rural,16998
2019,BY-MI,10-14,m,total,39707
2019,BY-MI,10-14,m,urban,22709
2019,BY-MI,10-14,t,rural,33087
2019,BY-MI,10-14,t,total,77629
2019,BY-MI,10-14,t,urban,44542
2019,BY-MI,15-19,f,rural,13529
2019,BY-MI,15-19,f,total,32481
2019,BY-MI,15-19,f,urban,18952
2019,BY-MI,15-19,m,rural,13627
2019,BY-MI,15-19,m,total,34811
2019,BY-MI,15-19,m,urban,21184
2019,BY-MI,15-19,t,rural,27156
2019,BY-MI,15-19,t,total,67292
2019,BY-MI,15-19,t,urban,40136
2019,BY-MI,20-24,f,rural,13389
2019,BY-MI,20-24,f,total,32520
2019,BY-MI,20-24,f,urban,19131
2019,BY-MI,20-24,m,rural,14113
2019,BY-MI,20-24,m,total,35186
2019,BY-MI,20-24,m,urban,21073
2019,BY-MI,20-24,t,rural,27502
2019,BY-MI,20-24,t,total,67706
2019,BY-MI,20-24,t,urban,40204
2019,BY-MI,25-29,f,rural,19437
2019,BY-MI,25-29,f,total,49306
2019,BY-MI,25-29,f,urban,29869
2019,BY-MI,25-29,m,rural,20188
2019,BY-MI,25-29,m,total,49498
2019,BY-MI,25-29,m,urban,29310
2019,BY-MI,25-29,t,rural,39625
2019,BY-MI,25-29,t,total,98804
2019,BY-MI,25-29,t,urban,59179
2019,BY-MI,30-34,f,rural,25177
2019,BY-MI,30-34,f,total,60088
2019,BY-MI,30-34,f,urban,34911
2019,BY-MI,30-34,m,rural,26736
2019,BY-MI,30-34,m,total,61497
2019,BY-MI,30-34,m,urban,34761
2019,BY-MI,30-34,t,rural,51913
2019,BY-MI,30-34,t,total,121585
2019,BY-MI,30-34,t,urban,69672
2019,BY-MI,35-39,f,rural,23910
2019,BY-MI,35-39,f,total,55883
2019,BY-MI,35-39,f,urban,31973
2019,BY-MI,35-39,m,rural,25224
2019,BY-MI,35-39,m,total,55886
2019,BY-MI,35-39,m,urban,30662
2019,BY-MI,35-39,t,rural,49134
2019,BY-MI,35-39,t,total,111769
2019,BY-MI,35-39,t,urban,62635
2019,BY-MI,40-44,f,rural,22101
2019,BY-MI,40-44,f,total,51695
2019,BY-MI,40-44,f,urban,29594
2019,BY-MI,40-44,m,rural,22683
2019,BY-MI,40-44,m,total,49733
2019,BY-MI,40-44,m,urban,27050
2019,BY-MI,40-44,t,rural,44784
2019,BY-MI,40-44,t,total,101428
2019,BY-MI,40-44,t,urban,56644
2019,BY-MI,45-49,f,rural,22477
2019,BY-MI,45-49,f,total,51696
2019,BY-MI,45-49,f,urban,29219
2019,BY-MI,45-49,m,rural,23178
2019,BY-MI,45-49,m,total,48276
2019,BY-MI,45-49,m,urban,25098
2019,BY-MI,45-49,t,rural,45655
2019,BY-MI,45-49,t,total,99972
2019,BY-MI,45-49,t,urban,54317
2019,BY-MI,5-9,f,rural,17770
2019,BY-MI,5-9,f,total,42865
2019,BY-MI,5-9,f,urban,25095
2019,BY-MI,5-9,m,rural,18846
2019,BY-MI,5-9,m,total,45086
2019,BY-MI,5-9,m,urban,26240
2019,BY-MI,5-9,t,rural,36616
2019,BY-MI,5-9,t,total,87951
2019,BY-MI,5-9,t,urban,51335
2019,BY-MI,50-54,f,rural,23638
2019,BY-MI,50-54,f,total,54853
2019,BY-MI,50-54,f,urban,31215
2019,BY-MI,50-54,m,rural,23910
2019,BY-MI,50-54,m,total,48881
2019,BY-MI,50-54,m,urban,24971
2019,BY-MI,50-54,t,rural,47548
2019,BY-MI,50-54,t,total,103734
2019,BY-MI,50-54,t,urban,56186
2019,BY-MI,55-59,f,rural,28129
2019,BY-MI,55-59,f,total,64954
2019,BY-MI,55-59,f,urban,36825
2019,BY-MI,55-59,m,rural,27384
2019,BY-MI,55-59,m,total,56021
2019,BY-MI,55-59,m,urban,28637
2019,BY-MI,55-59,t,rural,55513
2019,BY-MI,55-59,t,total,120975
2019,BY-MI,55-59,t,urban,65462
2019,BY-MI,60-64,f,rural,26352
2019,BY-MI,60-64,f,total,58342
2019,BY-MI,60-64,f,urban,31990
2019,BY-MI,60-64,m,rural,23302
2019,BY-MI,60-64,m,total,45626
2019,BY-MI,60-64,m,urban,22324
2019,BY-MI,60-64,t,rural,49654
2019,BY-MI,60-64,t,total,103968
2019,BY-MI,60-64,t,urban,54314
2019,BY-MI,65-69,f,rural,20590
2019,BY-MI,65-69,f,total,45356
2019,BY-MI,65-69,f,urban,24766
2019,BY-MI,65-69,m,rural,15323
2019,BY-MI,65-69,m,total,30354
2019,BY-MI,65-69,m,urban,15031
2019,BY-MI,65-69,t,rural,35913
2019,BY-MI,65-69,t,total,75710
2019,BY-MI,65-69,t,urban,39797
2019,BY-MI,70-74,f,rural,14097
2019,BY-MI,70-74,f,total,29539
2019,BY-MI,70-74,f,urban,15442
2019,BY-MI,70-74,m,rural,8227
2019,BY-MI,70-74,m,total,16498
2019,BY-MI,70-74,m,urban,8271
2019,BY-MI,70-74,t,rural,22324
2019,BY-MI,70-74,t,total,46037
2019,BY-MI,70-74,t,urban,23713
2019,BY-MI,75-79,f,rural,15738
2019,BY-MI,75-79,f,total,28380
2019,BY-MI,75-79,f,urban,12642
2019,BY-MI,75-79,m,rural,5986
2019,BY-MI,75-79,m,total,11252
2019,BY-MI,75-79,m,urban,5266
2019,BY-MI,75-79,t,rural,21724
2019,BY-MI,75-79,t,total,39632
2019,BY-MI,75-79,t,urban,17908
2019,BY-MI,80 +,f,rural,28061
2019,BY-MI,80 +,f,total,44824
2019,BY-MI,80 +,f,urban,16763
2019,BY-MI,80 +,m,rural,7474
2019,BY-MI,80 +,m,total,12704
2019,BY-MI,80 +,m,urban,5230
2019,BY-MI,80 +,t,rural,35535
2019,BY-MI,80 +,t,total,57528
2019,BY-MI,80 +,t,urban,21993
2019,BY-VI,0-4,f,rural,5804
2019,BY-VI,0-4,f,total,28134
2019,BY-VI,0-4,f,urban,22330
2019,BY-VI,0-4,m,rural,6285
2019,BY-VI,0-4,m,total,30064
2019,BY-VI,0-4,m,urban,23779
2019,BY-VI,0-4,t,rural,12089
2019,BY-VI,0-4,t,total,58198
2019,BY-VI,0-4,t,urban,46109
2019,BY-VI,10-14,f,rural,5688
2019,BY-VI,10-14,f,total,26806
2019,BY-VI,10-14,f,urban,21118
2019,BY-VI,10-14,m,rural,6028
2019,BY-VI,10-14,m,total,28460
2019,BY-VI,10-14,m,urban,22432
2019,BY-VI,10-14,t,rural,11716
2019,BY-VI,10-14,t,total,55266
2019,BY-VI,10-14,t,urban,43550
2019,BY-VI,15-19,f,rural,4138
2019,BY-VI,15-19,f,total,23846
2019,BY-VI,15-19,f,urban,19708
2019,BY-VI,15-19,m,rural,4777
2019,BY-VI,15-19,m,total,26006
2019,BY-VI,15-19,m,urban,21229
2019,BY-VI,15-19,t,rural,8915
2019,BY-VI,15-19,t,total,49852
2019,BY-VI,15-19,t,urban,40937
2019,BY-VI,20-24,f,rural,4761
2019,BY-VI,20-24,f,total,24359
2019,BY-VI,20-24,f,urban,19598
2019,BY-VI,20-24,m,rural,5574
2019,BY-VI,20-24,m,total,25348
2019,BY-VI,20-24,m,urban,19774
2019,BY-VI,20-24,t,rural,10335
2019,BY-VI,20-24,t,total,49707
2019,BY-VI,20-24,t,urban,39372
2019,BY-VI,25-29,f,rural,6483
2019,BY-VI,25-29,f,total,37616
2019,BY-VI,25-29,f,urban,31133
2019,BY-VI,25-29,m,rural,7723
2019,BY-VI,25-29,m,total,37514
2019,BY-VI,25-29,m,urban,29791
2019,BY-VI,25-29,t,rural,14206
2019,BY-VI,25-29,t,total,75130
2019,BY-VI,25-29,t,urban,60924
2019,BY-VI,30-34,f,rural,7235
2019,BY-VI,30-34,f,total,45711
2019,BY-VI,30-34,f,urban,38476
2019,BY-VI,30-34,m,rural,8582
2019,BY-VI,30-34,m,total,45609
2019,BY-VI,30-34,m,urban,37027
2019,BY-VI,30-34,t,rural,15817
2019,BY-VI,30-34,t,total,91320
2019,BY-VI,30-34,t,urban,75503
2019,BY-VI,35-39,f,rural,6661
2019,BY-VI,35-39,f,total,43243
2019,BY-VI,35-39,f,urban,36582
2019,BY-VI,35-39,m,rural,7791
2019,BY-VI,35-39,m,total,42029
2019,BY-VI,35-39,m,urban,34238
2019,BY-VI,35-39,t,rural,14452
2019,BY-VI,35-39,t,total,85272
2019,BY-VI,35-39,t,urban,70820
2019,BY-VI,40-44,f,rural,7899
2019,BY-VI,40-44,f,total,42186
2019,BY-VI,40-44,f,urban,34287
2019,BY-VI,40-44,m,rural,8452
2019,BY-VI,40-44,m,total,39737
2019,BY-VI,40-44,m,urban,31285
2019,BY-VI,40-44,t,rural,16351
2019,BY-VI,40-44,t,total,81923
2019,BY-VI,40-44,t,urban,65572
2019,BY-VI,45-49,f,rural,9680
2019,BY-VI,45-49,f,total,43466
2019,BY-VI,45-49,f,urban,33786
2019,BY-VI,45-49,m,rural,9847
2019,BY-VI,45-49,m,total,38787
2019,BY-VI,45-49,m,urban,28940
2019,BY-VI,45-49,t,rural,19527
2019,BY-VI,45-49,t,total,82253
2019,BY-VI,45-49,t,urban,62726
2019,BY-VI,5-9,f,rural,5500
2019,BY-VI,5-9,f,total,29106
2019,BY-VI,5-9,f,urban,23606
2019,BY-VI,5-9,m,rural,5923
2019,BY-VI,5-9,m,total,30812
2019,BY-VI,5-9,m,urban,24889
2019,BY-VI,5-9,t,rural,11423
2019,BY-VI,5-9,t,total,59918
2019,BY-VI,5-9,t,urban,48495
2019,BY-VI,50-54,f,rural,10942
2019,BY-VI,50-54,f,total,43429
2019,BY-VI,50-54,f,urban,32487
2019,BY-VI,50-54,m,rural,11421
2019,BY-VI,50-54,m,total,37646
2019,BY-VI,50-54,m,urban,26225
2019,BY-VI,50-54,t,rural,22363
2019,BY-VI,50-54,t,total,81075
2019,BY-VI,50-54,t,urban,58712
2019,BY-VI,55-59,f,rural,12459
2019,BY-VI,55-59,f,total,49117
2019,BY-VI,55-59,f,urban,36658
2019,BY-VI,55-59,m,rural,13052
2019,BY-VI,55-59,m,total,41264
2019,BY-VI,55-59,m,urban,28212
2019,BY-VI,55-59,t,rural,25511
2019,BY-VI,55-59,t,total,90381
2019,BY-VI,55-59,t,urban,64870
2019,BY-VI,60-64,f,rural,12024
2019,BY-VI,60-64,f,total,50195
2019,BY-VI,60-64,f,urban,38171
2019,BY-VI,60-64,m,rural,11617
2019,BY-VI,60-64,m,total,38345
2019,BY-VI,60-64,m,urban,26728
2019,BY-VI,60-64,t,rural,23641
2019,BY-VI,60-64,t,total,88540
2019,BY-VI,60-64,t,urban,64899
2019,BY-VI,65-69,f,rural,9849
2019,BY-VI,65-69,f,total,42733
2019,BY-VI,65-69,f,urban,32884
2019,BY-VI,65-69,m,rural,8047
2019,BY-VI,65-69,m,total,27719
2019,BY-VI,65-69,m,urban,19672
2019,BY-VI,65-69,t,rural,17896
2019,BY-VI,65-69,t,total,70452
2019,BY-VI,65-69,t,urban,52556
2019,BY-VI,70-74,f,rural,6968
2019,BY-VI,70-74,f,total,26482
2019,BY-VI,70-74,f,urban,19514
2019,BY-VI,70-74,m,rural,4078
2019,BY-VI,70-74,m,total,14456
2019,BY-VI,70-74,m,urban,10378
2019,BY-VI,70-74,t,rural,11046
2019,BY-VI,70-74,t,total,40938
2019,BY-VI,70-74,t,urban,29892
2019,BY-VI,75-79,f,rural,7626
2019,BY-VI,75-79,f,total,24083
2019,BY-VI,75-79,f,urban,16457
2019,BY-VI,75-79,m,rural,2988
2019,BY-VI,75-79,m,total,9491
2019,BY-VI,75-79,m,urban,6503
2019,BY-VI,75-79,t,rural,10614
2019,BY-VI,75-79,t,total,33574
2019,BY-VI,75-79,t,urban,22960
2019,BY-VI,80 +,f,rural,14160
2019,BY-VI,80 +,f,total,38076
2019,BY-VI,80 +,f,urban,23916
2019,BY-VI,80 +,m,rural,3986
2019,BY-VI,80 +,m,total,11061
2019,BY-VI,80 +,m,urban,7075
2019,BY-VI,80 +,t,rural,18146
2019,BY-VI,80 +,t,total,49137
2019,BY-VI,80 +,t,urban,30991
2020,BY,0-4,f,rural,51113
2020,BY,0-4,f,total,252796
2020,BY,0-4,f,urban,201683
2020,BY,0-4,m,rural,55028
2020,BY,0-4,m,total,267682
2020,BY,0-4,m,urban,212654
2020,BY,0-4,t,rural,106141
2020,BY,0-4,t,total,520478
2020,BY,0-4,t,urban,414337
2020,BY,10-14,f,rural,53372
2020,BY,10-14,f,total,248650
2020,BY,10-14,f,urban,195278
2020,BY,10-14,m,rural,55929
2020,BY,10-14,m,total,261501
2020,BY,10-14,m,urban,205572
2020,BY,10-14,t,rural,109301
2020,BY,10-14,t,total,510151
2020,BY,10-14,t,urban,400850
2020,BY,15-19,f,rural,38760
2020,BY,15-19,f,total,222883
2020,BY,15-19,f,urban,184123
2020,BY,15-19,m,rural,42357
2020,BY,15-19,m,total,235717
2020,BY,15-19,m,urban,193360
2020,BY,15-19,t,rural,81117
2020,BY,15-19,t,total,458600
2020,BY,15-19,t,urban,377483
2020,BY,20-24,f,rural,38794
2020,BY,20-24,f,total,217703
2020,BY,20-24,f,urban,178909
2020,BY,20-24,m,rural,43524
2020,BY,20-24,m,total,227392
2020,BY,20-24,m,urban,183868
2020,BY,20-24,t,rural,82318
2020,BY,20-24,t,total,445095
2020,BY,20-24,t,urban,362777
2020,BY,25-29,f,rural,49736
2020,BY,25-29,f,total,304938
2020,BY,25-29,f,urban,255202
2020,BY,25-29,m,rural,57509
2020,BY,25-29,m,total,300894
2020,BY,25-29,m,urban,243385
2020,BY,25-29,t,rural,107245
2020,BY,25-29,t,total,605832
2020,BY,25-29,t,urban,498587
2020,BY,30-34,f,rural,63044
2020,BY,30-34,f,total,391616
2020,BY,30-34,f,urban,328572
2020,BY,30-34,m,rural,70942
2020,BY,30-34,m,total,387133
2020,BY,30-34,m,urban,316191
2020,BY,30-34,t,rural,133986
2020,BY,30-34,t,total,778749
2020,BY,30-34,t,urban,644763
2020,BY,35-39,f,rural,64320
2020,BY,35-39,f,total,383151
2020,BY,35-39,f,urban,318831
2020,BY,35-39,m,rural,70653
2020,BY,35-39,m,total,369624
2020,BY,35-39,m,urban,298971
2020,BY,35-39,t,rural,134973
2020,BY,35-39,t,total,752775
2020,BY,35-39,t,urban,617802
2020,BY,40-44,f,rural,66773
2020,BY,40-44,f,total,346163
2020,BY,40-44,f,urban,279390
2020,BY,40-44,m,rural,69593
2020,BY,40-44,m,total,326048
2020,BY,40-44,m,urban,256455
2020,BY,40-44,t,rural,136366
2020,BY,40-44,t,total,672211
2020,BY,40-44,t,urban,535845
2020,BY,45-49,f,rural,75190
2020,BY,45-49,f,total,338136
2020,BY,45-49,f,urban,262946
2020,BY,45-49,m,rural,77258
2020,BY,45-49,m,total,303106
2020,BY,45-49,m,urban,225848
2020,BY,45-49,t,rural,152448
2020,BY,45-49,t,total,641242
2020,BY,45-49,t,urban,488794
2020,BY,5-9,f,rural,53464
2020,BY,5-9,f,total,274777
2020,BY,5-9,f,urban,221313
2020,BY,5-9,m,rural,57026
2020,BY,5-9,m,total,289999
2020,BY,5-9,m,urban,232973
2020,BY,5-9,t,rural,110490
2020,BY,5-9,t,total,564776
2020,BY,5-9,t,urban,454286
2020,BY,50-54,f,rural,79920
2020,BY,50-54,f,total,332533
2020,BY,50-54,f,urban,252613
2020,BY,50-54,m,rural,83140
2020,BY,50-54,m,total,288516
2020,BY,50-54,m,urban,205376
2020,BY,50-54,t,rural,163060
2020,BY,50-54,t,total,621049
2020,BY,50-54,t,urban,457989
2020,BY,55-59,f,rural,91133
2020,BY,55-59,f,total,383346
2020,BY,55-59,f,urban,292213
2020,BY,55-59,m,rural,93028
2020,BY,55-59,m,total,317468
2020,BY,55-59,m,urban,224440
2020,BY,55-59,t,rural,184161
2020,BY,55-59,t,total,700814
2020,BY,55-59,t,urban,516653
2020,BY,60-64,f,rural,91973
2020,BY,60-64,f,total,388056
2020,BY,60-64,f,urban,296083
2020,BY,60-64,m,rural,85924
2020,BY,60-64,m,total,293783
2020,BY,60-64,m,urban,207859
2020,BY,60-64,t,rural,177897
2020,BY,60-64,t,total,681839
2020,BY,60-64,t,urban,503942
2020,BY,65-69,f,rural,71694
2020,BY,65-69,f,total,313293
2020,BY,65-69,f,urban,241599
2020,BY,65-69,m,rural,56422
2020,BY,65-69,m,total,204309
2020,BY,65-69,m,urban,147887
2020,BY,65-69,t,rural,128116
2020,BY,65-69,t,total,517602
2020,BY,65-69,t,urban,389486
2020,BY,70-74,f,rural,54942
2020,BY,70-74,f,total,224994
2020,BY,70-74,f,urban,170052
2020,BY,70-74,m,rural,33406
2020,BY,70-74,m,total,126556
2020,BY,70-74,m,urban,93150
2020,BY,70-74,t,rural,88348
2020,BY,70-74,t,total,351550
2020,BY,70-74,t,urban,263202
2020,BY,75-79,f,rural,52720
2020,BY,75-79,f,total,156569
2020,BY,75-79,f,urban,103849
2020,BY,75-79,m,rural,20663
2020,BY,75-79,m,total,66129
2020,BY,75-79,m,urban,45466
2020,BY,75-79,t,rural,73383
2020,BY,75-79,t,total,222698
2020,BY,75-79,t,urban,149315
2020,BY,80 +,f,rural,107394
2020,BY,80 +,f,total,280196
2020,BY,80 +,f,urban,172802
2020,BY,80 +,m,rural,29610
2020,BY,80 +,m,total,84602
2020,BY,80 +,m,urban,54992
2020,BY,80 +,t,rural,137004
2020,BY,80 +,t,total,364798
2020,BY,80 +,t,urban,227794
2020,BY-BR,0-4,f,rural,10391
2020,BY-BR,0-4,f,total,39814
2020,BY-BR,0-4,f,urban,29423
2020,BY-BR,0-4,m,rural,11269
2020,BY-BR,0-4,m,total,42444
2020,BY-BR,0-4,m,urban,31175
2020,BY-BR,0-4,t,rural,21660
2020,BY-BR,0-4,t,total,82258
2020,BY-BR,0-4,t,urban,60598
2020,BY-BR,10-14,f,rural,11351
2020,BY-BR,10-14,f,total,39440
2020,BY-BR,10-14,f,urban,28089
2020,BY-BR,10-14,m,rural,12146
2020,BY-BR,10-14,m,total,41495
2020,BY-BR,10-14,m,urban,29349
2020,BY-BR,10-14,t,rural,23497
2020,BY-BR,10-14,t,total,80935
2020,BY-BR,10-14,t,urban,57438
2020,BY-BR,15-19,f,rural,7313
2020,BY-BR,15-19,f,total,31126
2020,BY-BR,15-19,f,urban,23813
2020,BY-BR,15-19,m,rural,8315
2020,BY-BR,15-19,m,total,33880
2020,BY-BR,15-19,m,urban,25565
2020,BY-BR,15-19,t,rural,15628
2020,BY-BR,15-19,t,total,65006
2020,BY-BR,15-19,t,urban,49378
2020,BY-BR,20-24,f,rural,7003
2020,BY-BR,20-24,f,total,27952
2020,BY-BR,20-24,f,urban,20949
2020,BY-BR,20-24,m,rural,8468
2020,BY-BR,20-24,m,total,30102
2020,BY-BR,20-24,m,urban,21634
2020,BY-BR,20-24,t,rural,15471
2020,BY-BR,20-24,t,total,58054
2020,BY-BR,20-24,t,urban,42583
2020,BY-BR,25-29,f,rural,8371
2020,BY-BR,25-29,f,total,41135
2020,BY-BR,25-29,f,urban,32764
2020,BY-BR,25-29,m,rural,10253
2020,BY-BR,25-29,m,total,39872
2020,BY-BR,25-29,m,urban,29619
2020,BY-BR,25-29,t,rural,18624
2020,BY-BR,25-29,t,total,81007
2020,BY-BR,25-29,t,urban,62383
2020,BY-BR,30-34,f,rural,10457
2020,BY-BR,30-34,f,total,51457
2020,BY-BR,30-34,f,urban,41000
2020,BY-BR,30-34,m,rural,11423
2020,BY-BR,30-34,m,total,50544
2020,BY-BR,30-34,m,urban,39121
2020,BY-BR,30-34,t,rural,21880
2020,BY-BR,30-34,t,total,102001
2020,BY-BR,30-34,t,urban,80121
2020,BY-BR,35-39,f,rural,11556
2020,BY-BR,35-39,f,total,52630
2020,BY-BR,35-39,f,urban,41074
2020,BY-BR,35-39,m,rural,12053
2020,BY-BR,35-39,m,total,49174
2020,BY-BR,35-39,m,urban,37121
2020,BY-BR,35-39,t,rural,23609
2020,BY-BR,35-39,t,total,101804
2020,BY-BR,35-39,t,urban,78195
2020,BY-BR,40-44,f,rural,13273
2020,BY-BR,40-44,f,total,50034
2020,BY-BR,40-44,f,urban,36761
