year,territory_id,age_group,sex,locality,pop
2025,BY-HR,75-79,t,urban,21788
2025,BY-HR,80 +,f,rural,14087
2025,BY-HR,80 +,f,total,31438
2025,BY-HR,80 +,f,urban,17351
2025,BY-HR,80 +,m,rural,3360
2025,BY-HR,80 +,m,total,8545
2025,BY-HR,80 +,m,urban,5185
2025,BY-HR,80 +,t,rural,17447
2025,BY-HR,80 +,t,total,39983
2025,BY-HR,80 +,t,urban,22536
2025,BY-MA,0-4,f,rural,3577
2025,BY-MA,0-4,f,total,19595
2025,BY-MA,0-4,f,urban,16018
2025,BY-MA,0-4,m,rural,3626
2025,BY-MA,0-4,m,total,20274
2025,BY-MA,0-4,m,urban,16648
2025,BY-MA,0-4,t,rural,7203
2025,BY-MA,0-4,t,total,39869
2025,BY-MA,0-4,t,urban,32666
2025,BY-MA,10-14,f,rural,4375
2025,BY-MA,10-14,f,total,29044
2025,BY-MA,10-14,f,urban,24669
2025,BY-MA,10-14,m,rural,4584
2025,BY-MA,10-14,m,total,30484
2025,BY-MA,10-14,m,urban,25900
2025,BY-MA,10-14,t,rural,8959
2025,BY-MA,10-14,t,total,59528
2025,BY-MA,10-14,t,urban,50569
2025,BY-MA,15-19,f,rural,3129
2025,BY-MA,15-19,f,total,25081
2025,BY-MA,15-19,f,urban,21952
2025,BY-MA,15-19,m,rural,3348
2025,BY-MA,15-19,m,total,26635
2025,BY-MA,15-19,m,urban,23287
2025,BY-MA,15-19,t,rural,6477
2025,BY-MA,15-19,t,total,51716
2025,BY-MA,15-19,t,urban,45239
2025,BY-MA,20-24,f,rural,3417
2025,BY-MA,20-24,f,total,21616
2025,BY-MA,20-24,f,urban,18199
2025,BY-MA,20-24,m,rural,4288
2025,BY-MA,20-24,m,total,24872
2025,BY-MA,20-24,m,urban,20584
2025,BY-MA,20-24,t,rural,7705
2025,BY-MA,20-24,t,total,46488
2025,BY-MA,20-24,t,urban,38783
2025,BY-MA,25-29,f,rural,2682
2025,BY-MA,25-29,f,total,21810
2025,BY-MA,25-29,f,urban,19128
2025,BY-MA,25-29,m,rural,3621
2025,BY-MA,25-29,m,total,23072
2025,BY-MA,25-29,m,urban,19451
2025,BY-MA,25-29,t,rural,6303
2025,BY-MA,25-29,t,total,44882
2025,BY-MA,25-29,t,urban,38579
2025,BY-MA,30-34,f,rural,3307
2025,BY-MA,30-34,f,total,28765
2025,BY-MA,30-34,f,urban,25458
2025,BY-MA,30-34,m,rural,4458
2025,BY-MA,30-34,m,total,29736
2025,BY-MA,30-34,m,urban,25278
2025,BY-MA,30-34,t,rural,7765
2025,BY-MA,30-34,t,total,58501
2025,BY-MA,30-34,t,urban,50736
2025,BY-MA,35-39,f,rural,4789
2025,BY-MA,35-39,f,total,38890
2025,BY-MA,35-39,f,urban,34101
2025,BY-MA,35-39,m,rural,6015
2025,BY-MA,35-39,m,total,39405
2025,BY-MA,35-39,m,urban,33390
2025,BY-MA,35-39,t,rural,10804
2025,BY-MA,35-39,t,total,78295
2025,BY-MA,35-39,t,urban,67491
2025,BY-MA,40-44,f,rural,5386
2025,BY-MA,40-44,f,total,39814
2025,BY-MA,40-44,f,urban,34428
2025,BY-MA,40-44,m,rural,6614
2025,BY-MA,40-44,m,total,38661
2025,BY-MA,40-44,m,urban,32047
2025,BY-MA,40-44,t,rural,12000
2025,BY-MA,40-44,t,total,78475
2025,BY-MA,40-44,t,urban,66475
2025,BY-MA,45-49,f,rural,6140
2025,BY-MA,45-49,f,total,38000
2025,BY-MA,45-49,f,urban,31860
2025,BY-MA,45-49,m,rural,6515
2025,BY-MA,45-49,m,total,35502
2025,BY-MA,45-49,m,urban,28987
2025,BY-MA,45-49,t,rural,12655
2025,BY-MA,45-49,t,total,73502
2025,BY-MA,45-49,t,urban,60847
2025,BY-MA,5-9,f,rural,3952
2025,BY-MA,5-9,f,total,26286
2025,BY-MA,5-9,f,urban,22334
2025,BY-MA,5-9,m,rural,4082
2025,BY-MA,5-9,m,total,27443
2025,BY-MA,5-9,m,urban,23361
2025,BY-MA,5-9,t,rural,8034
2025,BY-MA,5-9,t,total,53729
2025,BY-MA,5-9,t,urban,45695
2025,BY-MA,50-54,f,rural,7242
2025,BY-MA,50-54,f,total,36509
2025,BY-MA,50-54,f,urban,29267
2025,BY-MA,50-54,m,rural,7122
2025,BY-MA,50-54,m,total,31492
2025,BY-MA,50-54,m,urban,24370
2025,BY-MA,50-54,t,rural,14364
2025,BY-MA,50-54,t,total,68001
2025,BY-MA,50-54,t,urban,53637
2025,BY-MA,55-59,f,rural,8222
2025,BY-MA,55-59,f,total,36788
2025,BY-MA,55-59,f,urban,28566
2025,BY-MA,55-59,m,rural,7845
2025,BY-MA,55-59,m,total,29363
2025,BY-MA,55-59,m,urban,21518
2025,BY-MA,55-59,t,rural,16067
2025,BY-MA,55-59,t,total,66151
2025,BY-MA,55-59,t,urban,50084
2025,BY-MA,60-64,f,rural,9236
2025,BY-MA,60-64,f,total,40985
2025,BY-MA,60-64,f,urban,31749
2025,BY-MA,60-64,m,rural,9087
2025,BY-MA,60-64,m,total,31283
2025,BY-MA,60-64,m,urban,22196
2025,BY-MA,60-64,t,rural,18323
2025,BY-MA,60-64,t,total,72268
2025,BY-MA,60-64,t,urban,53945
2025,BY-MA,65-69,f,rural,9577
2025,BY-MA,65-69,f,total,42151
2025,BY-MA,65-69,f,urban,32574
2025,BY-MA,65-69,m,rural,7944
2025,BY-MA,65-69,m,total,28545
2025,BY-MA,65-69,m,urban,20601
2025,BY-MA,65-69,t,rural,17521
2025,BY-MA,65-69,t,total,70696
2025,BY-MA,65-69,t,urban,53175
2025,BY-MA,70-74,f,rural,6717
2025,BY-MA,70-74,f,total,32862
2025,BY-MA,70-74,f,urban,26145
2025,BY-MA,70-74,m,rural,4861
2025,BY-MA,70-74,m,total,18894
2025,BY-MA,70-74,m,urban,14033
2025,BY-MA,70-74,t,rural,11578
2025,BY-MA,70-74,t,total,51756
2025,BY-MA,70-74,t,urban,40178
2025,BY-MA,75-79,f,rural,4241
2025,BY-MA,75-79,f,total,19961
2025,BY-MA,75-79,f,urban,15720
2025,BY-MA,75-79,m,rural,2146
2025,BY-MA,75-79,m,total,9286
2025,BY-MA,75-79,m,urban,7140
2025,BY-MA,75-79,t,rural,6387
2025,BY-MA,75-79,t,total,29247
2025,BY-MA,75-79,t,urban,22860
2025,BY-MA,80 +,f,rural,7508
2025,BY-MA,80 +,f,total,22261
2025,BY-MA,80 +,f,urban,14753
2025,BY-MA,80 +,m,rural,1994
2025,BY-MA,80 +,m,total,6000
2025,BY-MA,80 +,m,urban,4006
2025,BY-MA,80 +,t,rural,9502
2025,BY-MA,80 +,t,total,28261
2025,BY-MA,80 +,t,urban,18759
2025,BY-MI,0-4,f,rural,12640
2025,BY-MI,0-4,f,total,29454
2025,BY-MI,0-4,f,urban,16814
2025,BY-MI,0-4,m,rural,13329
2025,BY-MI,0-4,m,total,30768
2025,BY-MI,0-4,m,urban,17439
2025,BY-MI,0-4,t,rural,25969
2025,BY-MI,0-4,t,total,60222
2025,BY-MI,0-4,t,urban,34253
2025,BY-MI,10-14,f,rural,18753
2025,BY-MI,10-14,f,total,44997
2025,BY-MI,10-14,f,urban,26244
2025,BY-MI,10-14,m,rural,20234
2025,BY-MI,10-14,m,total,47572
2025,BY-MI,10-14,m,urban,27338
2025,BY-MI,10-14,t,rural,38987
2025,BY-MI,10-14,t,total,92569
2025,BY-MI,10-14,t,urban,53582
2025,BY-MI,15-19,f,rural,14347
2025,BY-MI,15-19,f,total,33935
2025,BY-MI,15-19,f,urban,19588
2025,BY-MI,15-19,m,rural,15369
2025,BY-MI,15-19,m,total,36337
2025,BY-MI,15-19,m,urban,20968
2025,BY-MI,15-19,t,rural,29716
2025,BY-MI,15-19,t,total,70272
2025,BY-MI,15-19,t,urban,40556
2025,BY-MI,20-24,f,rural,14341
2025,BY-MI,20-24,f,total,34577
2025,BY-MI,20-24,f,urban,20236
2025,BY-MI,20-24,m,rural,15192
2025,BY-MI,20-24,m,total,36899
2025,BY-MI,20-24,m,urban,21707
2025,BY-MI,20-24,t,rural,29533
2025,BY-MI,20-24,t,total,71476
2025,BY-MI,20-24,t,urban,41943
2025,BY-MI,25-29,f,rural,14245
2025,BY-MI,25-29,f,total,35909
2025,BY-MI,25-29,f,urban,21664
2025,BY-MI,25-29,m,rural,15213
2025,BY-MI,25-29,m,total,39115
2025,BY-MI,25-29,m,urban,23902
2025,BY-MI,25-29,t,rural,29458
2025,BY-MI,25-29,t,total,75024
2025,BY-MI,25-29,t,urban,45566
2025,BY-MI,30-34,f,rural,19129
2025,BY-MI,30-34,f,total,47556
2025,BY-MI,30-34,f,urban,28427
2025,BY-MI,30-34,m,rural,19970
2025,BY-MI,30-34,m,total,47773
2025,BY-MI,30-34,m,urban,27803
2025,BY-MI,30-34,t,rural,39099
2025,BY-MI,30-34,t,total,95329
2025,BY-MI,30-34,t,urban,56230
2025,BY-MI,35-39,f,rural,26156
2025,BY-MI,35-39,f,total,60745
2025,BY-MI,35-39,f,urban,34589
2025,BY-MI,35-39,m,rural,28422
2025,BY-MI,35-39,m,total,62714
2025,BY-MI,35-39,m,urban,34292
2025,BY-MI,35-39,t,rural,54578
2025,BY-MI,35-39,t,total,123459
2025,BY-MI,35-39,t,urban,68881
2025,BY-MI,40-44,f,rural,25943
2025,BY-MI,40-44,f,total,58664
2025,BY-MI,40-44,f,urban,32721
2025,BY-MI,40-44,m,rural,28067
2025,BY-MI,40-44,m,total,58615
2025,BY-MI,40-44,m,urban,30548
2025,BY-MI,40-44,t,rural,54010
2025,BY-MI,40-44,t,total,117279
2025,BY-MI,40-44,t,urban,63269
2025,BY-MI,45-49,f,rural,23483
2025,BY-MI,45-49,f,total,52445
2025,BY-MI,45-49,f,urban,28962
2025,BY-MI,45-49,m,rural,24195
2025,BY-MI,45-49,m,total,50233
2025,BY-MI,45-49,m,urban,26038
2025,BY-MI,45-49,t,rural,47678
2025,BY-MI,45-49,t,total,102678
2025,BY-MI,45-49,t,urban,55000
2025,BY-MI,5-9,f,rural,17196
2025,BY-MI,5-9,f,total,41521
2025,BY-MI,5-9,f,urban,24325
2025,BY-MI,5-9,m,rural,18540
2025,BY-MI,5-9,m,total,44249
2025,BY-MI,5-9,m,urban,25709
2025,BY-MI,5-9,t,rural,35736
2025,BY-MI,5-9,t,total,85770
2025,BY-MI,5-9,t,urban,50034
2025,BY-MI,50-54,f,rural,23388
2025,BY-MI,50-54,f,total,51923
2025,BY-MI,50-54,f,urban,28535
2025,BY-MI,50-54,m,rural,23707
2025,BY-MI,50-54,m,total,47104
2025,BY-MI,50-54,m,urban,23397
2025,BY-MI,50-54,t,rural,47095
2025,BY-MI,50-54,t,total,99027
2025,BY-MI,50-54,t,urban,51932
2025,BY-MI,55-59,f,rural,23751
2025,BY-MI,55-59,f,total,52799
2025,BY-MI,55-59,f,urban,29048
2025,BY-MI,55-59,m,rural,23081
2025,BY-MI,55-59,m,total,45114
2025,BY-MI,55-59,m,urban,22033
2025,BY-MI,55-59,t,rural,46832
2025,BY-MI,55-59,t,total,97913
2025,BY-MI,55-59,t,urban,51081
2025,BY-MI,60-64,f,rural,27637
2025,BY-MI,60-64,f,total,61791
2025,BY-MI,60-64,f,urban,34154
2025,BY-MI,60-64,m,rural,24985
2025,BY-MI,60-64,m,total,49439
2025,BY-MI,60-64,m,urban,24454
2025,BY-MI,60-64,t,rural,52622
2025,BY-MI,60-64,t,total,111230
2025,BY-MI,60-64,t,urban,58608
2025,BY-MI,65-69,f,rural,26731
2025,BY-MI,65-69,f,total,57614
2025,BY-MI,65-69,f,urban,30883
2025,BY-MI,65-69,m,rural,21315
2025,BY-MI,65-69,m,total,40016
2025,BY-MI,65-69,m,urban,18701
2025,BY-MI,65-69,t,rural,48046
2025,BY-MI,65-69,t,total,97630
2025,BY-MI,65-69,t,urban,49584
2025,BY-MI,70-74,f,rural,19242
2025,BY-MI,70-74,f,total,41667
2025,BY-MI,70-74,f,urban,22425
2025,BY-MI,70-74,m,rural,12517
2025,BY-MI,70-74,m,total,23691
2025,BY-MI,70-74,m,urban,11174
2025,BY-MI,70-74,t,rural,31759
2025,BY-MI,70-74,t,total,65358
2025,BY-MI,70-74,t,urban,33599
2025,BY-MI,75-79,f,rural,13230
2025,BY-MI,75-79,f,total,27856
2025,BY-MI,75-79,f,urban,14626
2025,BY-MI,75-79,m,rural,6676
2025,BY-MI,75-79,m,total,12789
2025,BY-MI,75-79,m,urban,6113
2025,BY-MI,75-79,t,rural,19906
2025,BY-MI,75-79,t,total,40645
2025,BY-MI,75-79,t,urban,20739
2025,BY-MI,80 +,f,rural,24135
2025,BY-MI,80 +,f,total,40360
2025,BY-MI,80 +,f,urban,16225
2025,BY-MI,80 +,m,rural,5937
2025,BY-MI,80 +,m,total,10116
2025,BY-MI,80 +,m,urban,4179
2025,BY-MI,80 +,t,rural,30072
2025,BY-MI,80 +,t,total,50476
2025,BY-MI,80 +,t,urban,20404
2025,BY-VI,0-4,f,rural,3838
2025,BY-VI,0-4,f,total,19148
2025,BY-VI,0-4,f,urban,15310
2025,BY-VI,0-4,m,rural,4061
2025,BY-VI,0-4,m,total,20061
2025,BY-VI,0-4,m,urban,16000
2025,BY-VI,0-4,t,rural,7899
2025,BY-VI,0-4,t,total,39209
2025,BY-VI,0-4,t,urban,31310
2025,BY-VI,10-14,f,rural,4799
2025,BY-VI,10-14,f,total,29131
2025,BY-VI,10-14,f,urban,24332
2025,BY-VI,10-14,m,rural,5218
2025,BY-VI,10-14,m,total,30719
2025,BY-VI,10-14,m,urban,25501
2025,BY-VI,10-14,t,rural,10017
2025,BY-VI,10-14,t,total,59850
2025,BY-VI,10-14,t,urban,49833
2025,BY-VI,15-19,f,rural,3568
2025,BY-VI,15-19,f,total,27446
2025,BY-VI,15-19,f,urban,23878
2025,BY-VI,15-19,m,rural,4132
2025,BY-VI,15-19,m,total,28349
2025,BY-VI,15-19,m,urban,24217
2025,BY-VI,15-19,t,rural,7700
2025,BY-VI,15-19,t,total,55795
2025,BY-VI,15-19,t,urban,48095
2025,BY-VI,20-24,f,rural,4509
2025,BY-VI,20-24,f,total,24605
2025,BY-VI,20-24,f,urban,20096
2025,BY-VI,20-24,m,rural,5250
2025,BY-VI,20-24,m,total,26945
2025,BY-VI,20-24,m,urban,21695
2025,BY-VI,20-24,t,rural,9759
2025,BY-VI,20-24,t,total,51550
2025,BY-VI,20-24,t,urban,41791
2025,BY-VI,25-29,f,rural,3744
2025,BY-VI,25-29,f,total,21611
2025,BY-VI,25-29,f,urban,17867
2025,BY-VI,25-29,m,rural,4757
2025,BY-VI,25-29,m,total,23872
2025,BY-VI,25-29,m,urban,19115
2025,BY-VI,25-29,t,rural,8501
2025,BY-VI,25-29,t,total,45483
2025,BY-VI,25-29,t,urban,36982
2025,BY-VI,30-34,f,rural,4274
2025,BY-VI,30-34,f,total,32997
2025,BY-VI,30-34,f,urban,28723
2025,BY-VI,30-34,m,rural,5806
2025,BY-VI,30-34,m,total,33241
2025,BY-VI,30-34,m,urban,27435
2025,BY-VI,30-34,t,rural,10080
2025,BY-VI,30-34,t,total,66238
2025,BY-VI,30-34,t,urban,56158
2025,BY-VI,35-39,f,rural,5934
2025,BY-VI,35-39,f,total,43817
2025,BY-VI,35-39,f,urban,37883
2025,BY-VI,35-39,m,rural,7363
2025,BY-VI,35-39,m,total,43574
2025,BY-VI,35-39,m,urban,36211
2025,BY-VI,35-39,t,rural,13297
2025,BY-VI,35-39,t,total,87391
2025,BY-VI,35-39,t,urban,74094
2025,BY-VI,40-44,f,rural,6265
2025,BY-VI,40-44,f,total,43030
2025,BY-VI,40-44,f,urban,36765
2025,BY-VI,40-44,m,rural,7603
2025,BY-VI,40-44,m,total,41520
2025,BY-VI,40-44,m,urban,33917
2025,BY-VI,40-44,t,rural,13868
2025,BY-VI,40-44,t,total,84550
2025,BY-VI,40-44,t,urban,70682
2025,BY-VI,45-49,f,rural,7210
2025,BY-VI,45-49,f,total,40829
2025,BY-VI,45-49,f,urban,33619
2025,BY-VI,45-49,m,rural,7812
2025,BY-VI,45-49,m,total,38024
2025,BY-VI,45-49,m,urban,30212
2025,BY-VI,45-49,t,rural,15022
2025,BY-VI,45-49,t,total,78853
2025,BY-VI,45-49,t,urban,63831
2025,BY-VI,5-9,f,rural,4611
2025,BY-VI,5-9,f,total,26459
2025,BY-VI,5-9,f,urban,21848
2025,BY-VI,5-9,m,rural,4964
2025,BY-VI,5-9,m,total,28102
2025,BY-VI,5-9,m,urban,23138
2025,BY-VI,5-9,t,rural,9575
2025,BY-VI,5-9,t,total,54561
2025,BY-VI,5-9,t,urban,44986
2025,BY-VI,50-54,f,rural,8977
2025,BY-VI,50-54,f,total,42325
2025,BY-VI,50-54,f,urban,33348
2025,BY-VI,50-54,m,rural,9098
2025,BY-VI,50-54,m,total,36503
2025,BY-VI,50-54,m,urban,27405
2025,BY-VI,50-54,t,rural,18075
2025,BY-VI,50-54,t,total,78828
2025,BY-VI,50-54,t,urban,60753
2025,BY-VI,55-59,f,rural,10181
2025,BY-VI,55-59,f,total,41486
2025,BY-VI,55-59,f,urban,31305
2025,BY-VI,55-59,m,rural,9989
2025,BY-VI,55-59,m,total,34066
2025,BY-VI,55-59,m,urban,24077
2025,BY-VI,55-59,t,rural,20170
2025,BY-VI,55-59,t,total,75552
2025,BY-VI,55-59,t,urban,55382
2025,BY-VI,60-64,f,rural,11406
2025,BY-VI,60-64,f,total,44753
2025,BY-VI,60-64,f,urban,33347
2025,BY-VI,60-64,m,rural,11072
2025,BY-VI,60-64,m,total,33993
2025,BY-VI,60-64,m,urban,22921
2025,BY-VI,60-64,t,rural,22478
2025,BY-VI,60-64,t,total,78746
2025,BY-VI,60-64,t,urban,56268
2025,BY-VI,65-69,f,rural,11281
2025,BY-VI,65-69,f,total,47320
2025,BY-VI,65-69,f,urban,36039
2025,BY-VI,65-69,m,rural,9699
2025,BY-VI,65-69,m,total,32102
2025,BY-VI,65-69,m,urban,22403
2025,BY-VI,65-69,t,rural,20980
2025,BY-VI,65-69,t,total,79422
2025,BY-VI,65-69,t,urban,58442
2025,BY-VI,70-74,f,rural,8547
2025,BY-VI,70-74,f,total,38121
2025,BY-VI,70-74,f,urban,29574
2025,BY-VI,70-74,m,rural,5846
2025,BY-VI,70-74,m,total,20618
2025,BY-VI,70-74,m,urban,14772
2025,BY-VI,70-74,t,rural,14393
2025,BY-VI,70-74,t,total,58739
2025,BY-VI,70-74,t,urban,44346
2025,BY-VI,75-79,f,rural,6016
2025,BY-VI,75-79,f,total,25144
2025,BY-VI,75-79,f,urban,19128
2025,BY-VI,75-79,m,rural,3072
2025,BY-VI,75-79,m,total,11531
2025,BY-VI,75-79,m,urban,8459
2025,BY-VI,75-79,t,rural,9088
2025,BY-VI,75-79,t,total,36675
2025,BY-VI,75-79,t,urban,27587
2025,BY-VI,80 +,f,rural,10018
2025,BY-VI,80 +,f,total,32302
2025,BY-VI,80 +,f,urban,22284
2025,BY-VI,80 +,m,rural,2625
2025,BY-VI,80 +,m,total,8319
2025,BY-VI,80 +,m,urban,5694
2025,BY-VI,80 +,t,rural,12643
2025,BY-VI,80 +,t,total,40621
2025,BY-VI,80 +,t,urban,27978
2026,BY,0-4,f,rural,34196
2026,BY,0-4,f,total,162394
2026,BY,0-4,f,urban,128198
2026,BY,0-4,m,rural,36364
2026,BY,0-4,m,total,171073
2026,BY,0-4,m,urban,134709
2026,BY,0-4,t,rural,70560
2026,BY,0-4,t,total,333467
2026,BY,0-4,t,urban,262907
2026,BY,10-14,f,rural,52011
2026,BY,10-14,f,total,280781
2026,BY,10-14,f,urban,228770
2026,BY,10-14,m,rural,55699
2026,BY,10-14,m,total,295764
2026,BY,10-14,m,urban,240065
2026,BY,10-14,t,rural,107710
2026,BY,10-14,t,total,576545
2026,BY,10-14,t,urban,468835
2026,BY,15-19,f,rural,36647
2026,BY,15-19,f,total,257782
2026,BY,15-19,f,urban,221135
2026,BY,15-19,m,rural,41011
2026,BY,15-19,m,total,269462
2026,BY,15-19,m,urban,228451
2026,BY,15-19,t,rural,77658
2026,BY,15-19,t,total,527244
2026,BY,15-19,t,urban,449586
2026,BY,20-24,f,rural,38798
2026,BY,20-24,f,total,229568
2026,BY,20-24,f,urban,190770
2026,BY,20-24,m,rural,45487
2026,BY,20-24,m,total,242885
2026,BY,20-24,m,urban,197398
2026,BY,20-24,t,rural,84285
2026,BY,20-24,t,total,472453
2026,BY,20-24,t,urban,388168
2026,BY,25-29,f,rural,34972
2026,BY,25-29,f,total,212585
2026,BY,25-29,f,urban,177613
2026,BY,25-29,m,rural,41641
2026,BY,25-29,m,total,223124
2026,BY,25-29,m,urban,181483
2026,BY,25-29,t,rural,76613
2026,BY,25-29,t,total,435709
2026,BY,25-29,t,urban,359096
2026,BY,30-34,f,rural,38399
2026,BY,30-34,f,total,280457
2026,BY,30-34,f,urban,242058
2026,BY,30-34,m,rural,47165
2026,BY,30-34,m,total,277149
2026,BY,30-34,m,urban,229984
2026,BY,30-34,t,rural,85564
2026,BY,30-34,t,total,557606
2026,BY,30-34,t,urban,472042
2026,BY,35-39,f,rural,56733
2026,BY,35-39,f,total,378921
2026,BY,35-39,f,urban,322188
2026,BY,35-39,m,rural,65830
2026,BY,35-39,m,total,372187
2026,BY,35-39,m,urban,306357
2026,BY,35-39,t,rural,122563
2026,BY,35-39,t,total,751108
2026,BY,35-39,t,urban,628545
2026,BY,40-44,f,rural,63209
2026,BY,40-44,f,total,385001
2026,BY,40-44,f,urban,321792
2026,BY,40-44,m,rural,71085
2026,BY,40-44,m,total,367233
2026,BY,40-44,m,urban,296148
2026,BY,40-44,t,rural,134294
2026,BY,40-44,t,total,752234
2026,BY,40-44,t,urban,617940
2026,BY,45-49,f,rural,65481
2026,BY,45-49,f,total,344616
2026,BY,45-49,f,urban,279135
2026,BY,45-49,m,rural,68763
2026,BY,45-49,m,total,317698
2026,BY,45-49,m,urban,248935
2026,BY,45-49,t,rural,134244
2026,BY,45-49,t,total,662314
2026,BY,45-49,t,urban,528070
2026,BY,5-9,f,rural,44267
2026,BY,5-9,f,total,235748
2026,BY,5-9,f,urban,191481
2026,BY,5-9,m,rural,47834
2026,BY,5-9,m,total,248842
2026,BY,5-9,m,urban,201008
2026,BY,5-9,t,rural,92101
2026,BY,5-9,t,total,484590
2026,BY,5-9,t,urban,392489
2026,BY,50-54,f,rural,73110
2026,BY,50-54,f,total,330879
2026,BY,50-54,f,urban,257769
2026,BY,50-54,m,rural,73534
2026,BY,50-54,m,total,286339
2026,BY,50-54,m,urban,212805
2026,BY,50-54,t,rural,146644
2026,BY,50-54,t,total,617218
2026,BY,50-54,t,urban,470574
2026,BY,55-59,f,rural,77670
2026,BY,55-59,f,total,322469
2026,BY,55-59,f,urban,244799
2026,BY,55-59,m,rural,76489
2026,BY,55-59,m,total,262979
2026,BY,55-59,m,urban,186490
2026,BY,55-59,t,rural,154159
2026,BY,55-59,t,total,585448
2026,BY,55-59,t,urban,431289
2026,BY,60-64,f,rural,85184
2026,BY,60-64,f,total,354354
2026,BY,60-64,f,urban,269170
2026,BY,60-64,m,rural,80680
2026,BY,60-64,m,total,268988
2026,BY,60-64,m,urban,188308
2026,BY,60-64,t,rural,165864
2026,BY,60-64,t,total,623342
2026,BY,60-64,t,urban,457478
2026,BY,65-69,f,rural,88483
2026,BY,65-69,f,total,368913
2026,BY,65-69,f,urban,280430
2026,BY,65-69,m,rural,73459
2026,BY,65-69,m,total,246746
2026,BY,65-69,m,urban,173287
2026,BY,65-69,t,rural,161942
2026,BY,65-69,t,total,615659
2026,BY,65-69,t,urban,453717
2026,BY,70-74,f,rural,66543
2026,BY,70-74,f,total,291166
2026,BY,70-74,f,urban,224623
2026,BY,70-74,m,rural,44923
2026,BY,70-74,m,total,161807
2026,BY,70-74,m,urban,116884
2026,BY,70-74,t,rural,111466
2026,BY,70-74,t,total,452973
2026,BY,70-74,t,urban,341507
2026,BY,75-79,f,rural,49865
2026,BY,75-79,f,total,213095
2026,BY,75-79,f,urban,163230
2026,BY,75-79,m,rural,25362
2026,BY,75-79,m,total,97106
2026,BY,75-79,m,urban,71744
2026,BY,75-79,t,rural,75227
2026,BY,75-79,t,total,310201
2026,BY,75-79,t,urban,234974
2026,BY,80 +,f,rural,77858
2026,BY,80 +,f,total,232728
2026,BY,80 +,f,urban,154870
2026,BY,80 +,m,rural,20019
2026,BY,80 +,m,total,65241
2026,BY,80 +,m,urban,45222
2026,BY,80 +,t,rural,97877
2026,BY,80 +,t,total,297969
2026,BY,80 +,t,urban,200092
2026,BY-BR,0-4,f,rural,7364
2026,BY-BR,0-4,f,total,27456
2026,BY-BR,0-4,f,urban,20092
2026,BY-BR,0-4,m,rural,7823
2026,BY-BR,0-4,m,total,28910
2026,BY-BR,0-4,m,urban,21087
2026,BY-BR,0-4,t,rural,15187
2026,BY-BR,0-4,t,total,56366
2026,BY-BR,0-4,t,urban,41179
2026,BY-BR,10-14,f,rural,10393
2026,BY-BR,10-14,f,total,43164
2026,BY-BR,10-14,f,urban,32771
2026,BY-BR,10-14,m,rural,11285
2026,BY-BR,10-14,m,total,45684
2026,BY-BR,10-14,m,urban,34399
2026,BY-BR,10-14,t,rural,21678
2026,BY-BR,10-14,t,total,88848
2026,BY-BR,10-14,t,urban,67170
2026,BY-BR,15-19,f,rural,6436
2026,BY-BR,15-19,f,total,35919
2026,BY-BR,15-19,f,urban,29483
2026,BY-BR,15-19,m,rural,7489
2026,BY-BR,15-19,m,total,38830
2026,BY-BR,15-19,m,urban,31341
2026,BY-BR,15-19,t,rural,13925
2026,BY-BR,15-19,t,total,74749
2026,BY-BR,15-19,t,urban,60824
2026,BY-BR,20-24,f,rural,7344
2026,BY-BR,20-24,f,total,30609
2026,BY-BR,20-24,f,urban,23265
2026,BY-BR,20-24,m,rural,9287
2026,BY-BR,20-24,m,total,34562
2026,BY-BR,20-24,m,urban,25275
2026,BY-BR,20-24,t,rural,16631
2026,BY-BR,20-24,t,total,65171
2026,BY-BR,20-24,t,urban,48540
2026,BY-BR,25-29,f,rural,5873
2026,BY-BR,25-29,f,total,29876
2026,BY-BR,25-29,f,urban,24003
2026,BY-BR,25-29,m,rural,7934
2026,BY-BR,25-29,m,total,32218
2026,BY-BR,25-29,m,urban,24284
2026,BY-BR,25-29,t,rural,13807
2026,BY-BR,25-29,t,total,62094
2026,BY-BR,25-29,t,urban,48287
2026,BY-BR,30-34,f,rural,5696
2026,BY-BR,30-34,f,total,36649
2026,BY-BR,30-34,f,urban,30953
2026,BY-BR,30-34,m,rural,7590
2026,BY-BR,30-34,m,total,35974
2026,BY-BR,30-34,m,urban,28384
2026,BY-BR,30-34,t,rural,13286
2026,BY-BR,30-34,t,total,72623
2026,BY-BR,30-34,t,urban,59337
2026,BY-BR,35-39,f,rural,8636
2026,BY-BR,35-39,f,total,48806
2026,BY-BR,35-39,f,urban,40170
2026,BY-BR,35-39,m,rural,9957
2026,BY-BR,35-39,m,total,47435
2026,BY-BR,35-39,m,urban,37478
2026,BY-BR,35-39,t,rural,18593
2026,BY-BR,35-39,t,total,96241
2026,BY-BR,35-39,t,urban,77648
2026,BY-BR,40-44,f,rural,10653
2026,BY-BR,40-44,f,total,51958
2026,BY-BR,40-44,f,urban,41305
2026,BY-BR,40-44,m,rural,11320
2026,BY-BR,40-44,m,total,48469
2026,BY-BR,40-44,m,urban,37149
2026,BY-BR,40-44,t,rural,21973
2026,BY-BR,40-44,t,total,100427
2026,BY-BR,40-44,t,urban,78454
2026,BY-BR,45-49,f,rural,12547
2026,BY-BR,45-49,f,total,49556
2026,BY-BR,45-49,f,urban,37009
2026,BY-BR,45-49,m,rural,12595
