country,year,sex,age,type,central_death_rate,probability_of_death,average_survival_length,number_survivors,number_deaths,number_person_years_lived,number_person_years_remaining,life_expectancy
Belarus,2011,male,60,period,36.11,3.5470002,0.5,65808,2334,64641,943721,14.34
Belarus,2011,male,60-64,period,40.04,18.221,2.53,65808,11991,299475,943721,14.34
Belarus,2011,male,61,period,37.92,3.721,0.5,63474,2362,62293,879080,13.85
Belarus,2011,male,62,period,40.84,4.003,0.5,61112,2446,59889,816787,13.37
Belarus,2011,male,63,period,39.190002,3.844,0.5,58666,2255,57538,756898,12.9
Belarus,2011,male,64,period,47.06,4.598,0.5,56411,2594,55114,699360,12.4
Belarus,2011,male,65,period,39.620003,3.8849998,0.5,53817,2091,52772,644246,11.97
Belarus,2011,male,65-69,period,50.2,22.332,2.53,53817,12018,239425,644246,11.97
Belarus,2011,male,66,period,51.14,4.987,0.5,51727,2579,50437,591474,11.43
Belarus,2011,male,67,period,53.210003,5.183,0.5,49147,2547,47874,541038,11.01
Belarus,2011,male,68,period,54.129997,5.271,0.5,46600,2456,45372,493164,10.58
Belarus,2011,male,69,period,54.57,5.312,0.5,44144,2345,42971,447792,10.14
Belarus,2011,male,7,period,0.13,0.013,0.5,99372,13,99365,5774238,58.11
Belarus,2011,male,70,period,59.489998,5.777,0.5,41799,2415,40591,404821,9.69
Belarus,2011,male,70-74,period,67.380005,28.856998,2.51,41799,12062,179013,404821,9.69
Belarus,2011,male,71,period,60.350002,5.858,0.5,39384,2307,38230,364229,9.25
Belarus,2011,male,72,period,67.89001,6.566,0.5,37077,2434,35860,325999,8.79
Belarus,2011,male,73,period,74.88,7.2180004,0.5,34643,2501,33392,290139,8.38
Belarus,2011,male,74,period,77.74,7.4830003,0.5,32142,2405,30939,256747,7.99
Belarus,2011,male,75,period,83.72,8.036,0.5,29737,2390,28542,225808,7.59
Belarus,2011,male,75-79,period,97.38,39.012,2.45,29737,11601,119123,225808,7.59
Belarus,2011,male,76,period,92.770004,8.866,0.5,27347,2425,26135,197266,7.21
Belarus,2011,male,77,period,98.98,9.431,0.5,24923,2351,23747,171131,6.87
Belarus,2011,male,78,period,103.770004,9.865,0.5,22572,2227,21459,147384,6.53
Belarus,2011,male,79,period,114.82001,10.859,0.5,20345,2209,19241,125925,6.19
Belarus,2011,male,8,period,0.25,0.024,0.5,99358,24,99346,5674873,57.12
Belarus,2011,male,80,period,119.95,11.316999,0.5,18136,2052,17110,106685,5.88
Belarus,2011,male,80-84,period,136.69,50.265003,2.37,18136,9116,66691,106685,5.88
Belarus,2011,male,81,period,127.880005,12.019,0.5,16084,1933,15117,89575,5.57
Belarus,2011,male,82,period,138.29001,12.933999,0.5,14150,1830,13235,74458,5.26
Belarus,2011,male,83,period,153.93,14.293,0.5,12320,1761,11440,61223,4.97
Belarus,2011,male,84,period,157.24,14.578,0.5,10559,1539,9790,49783,4.71
Belarus,2011,male,85,period,175.53,16.137,0.5,9020,1456,8292,39993,4.43
Belarus,2011,male,85-89,period,197.04001,63.797997,2.24,9020,5755,29205,39993,4.43
Belarus,2011,male,86,period,185.01,16.934,0.5,7564,1281,6924,31701,4.19
Belarus,2011,male,87,period,202.52,18.39,0.5,6283,1156,5706,24777,3.94
Belarus,2011,male,88,period,226.01,20.306,0.5,5128,1041,4607,19071,3.72
Belarus,2011,male,89,period,223.40999,20.095999,0.5,4087,821,3676,14464,3.54
Belarus,2011,male,9,period,0.22,0.022,0.5,99334,22,99323,5575527,56.13
Belarus,2011,male,90,period,246.43,21.94,0.5,3265,716,2907,10788,3.3
Belarus,2011,male,90-94,period,284.63,77.417,2.05,3265,2528,8882,10788,3.3
Belarus,2011,male,91,period,295.45,25.742,0.5,2549,656,2221,7881,3.09
Belarus,2011,male,92,period,290.12,25.336998,0.5,1893,480,1653,5660,2.99
Belarus,2011,male,93,period,318.22,27.454,0.5,1413,388,1219,4007,2.84
Belarus,2011,male,94,period,326.56,28.071999,0.5,1025,288,881,2788,2.72
Belarus,2011,male,95,period,347.03,29.572,0.5,737,218,628,1906,2.58
Belarus,2011,male,95-99,period,374.3,86.141,1.87,737,635,1697,1906,2.58
Belarus,2011,male,96,period,368.08,31.087,0.5,519,161,439,1278,2.46
Belarus,2011,male,97,period,389.64,32.611,0.5,358,117,300,839,2.34
Belarus,2011,male,98,period,411.65,34.138,0.5,241,82,200,540,2.24
Belarus,2011,male,99,period,434.01,35.662003,0.5,159,57,131,340,2.14
Belarus,2011,total,0,period,3.92,0.391,0.14,100000,391,99664,7064865,70.65
Belarus,2011,total,1,period,0.42,0.042,0.5,99609,42,99588,6965200,69.93
Belarus,2011,total,1-4,period,0.31,0.121999994,1.69,99609,122,398156,6965200,69.93
Belarus,2011,total,10,period,0.21,0.021,0.5,99396,21,99386,6069847,61.07
Belarus,2011,total,10-14,period,0.22,0.109000005,2.46,99396,108,496708,6069847,61.07
Belarus,2011,total,100,period,470.74,38.105,0.5,330,126,267,649,1.97
Belarus,2011,total,100-104,period,501.36,93.335,1.64,330,308,615,649,1.97
Belarus,2011,total,101,period,499.84,39.989998,0.5,204,82,164,382,1.87
Belarus,2011,total,102,period,528.86,41.826,0.5,123,51,97,218,1.78
Belarus,2011,total,103,period,557.58,43.601997,0.5,71,31,56,121,1.7
Belarus,2011,total,104,period,585.78,45.308,0.5,40,18,31,66,1.63
Belarus,2011,total,105,period,613.26996,46.935,0.5,22,10,17,34,1.57
Belarus,2011,total,105-109,period,635.64,96.836,1.41,22,21,34,34,1.57
Belarus,2011,total,106,period,639.87,48.477,0.5,12,6,9,18,1.51
Belarus,2011,total,107,period,665.42,49.93,0.5,6,3,5,9,1.46
Belarus,2011,total,108,period,689.79004,51.29,0.5,3,2,2,4,1.42
Belarus,2011,total,109,period,712.89,52.556004,0.5,1,1,1,2,1.38
Belarus,2011,total,11,period,0.26,0.026,0.5,99376,26,99362,5970461,60.08
Belarus,2011,total,110+,period,734.64,100.0,1.36,1,1,1,1,1.36
Belarus,2011,total,12,period,0.22,0.022,0.5,99349,22,99338,5871099,59.1
Belarus,2011,total,13,period,0.15,0.015000001,0.5,99328,14,99320,5771761,58.11
Belarus,2011,total,14,period,0.25,0.025,0.5,99313,25,99301,5672440,57.12
Belarus,2011,total,15,period,0.22,0.022,0.5,99288,22,99277,5573140,56.13
Belarus,2011,total,15-19,period,0.56,0.278,3.04,99288,276,495902,5573140,56.13
Belarus,2011,total,16,period,0.47,0.047,0.5,99267,47,99243,5473862,55.14
Belarus,2011,total,17,period,0.57,0.056999996,0.5,99220,57,99192,5374619,54.17
Belarus,2011,total,18,period,0.62,0.062,0.5,99163,62,99132,5275427,53.2
Belarus,2011,total,19,period,0.9,0.089999996,0.5,99102,89,99057,5176295,52.23
Belarus,2011,total,2,period,0.37,0.037,0.5,99568,37,99549,6865612,68.95
Belarus,2011,total,20,period,0.95,0.095,0.5,99013,94,98966,5077238,51.28
Belarus,2011,total,20-24,period,1.07,0.532,2.65,99013,527,493823,5077238,51.28
Belarus,2011,total,21,period,0.89000005,0.089,0.5,98919,88,98875,4978272,50.33
Belarus,2011,total,22,period,1.17,0.11699999,0.5,98831,115,98774,4879397,49.37
Belarus,2011,total,23,period,1.09,0.109000005,0.5,98716,108,98662,4780623,48.43
Belarus,2011,total,24,period,1.24,0.124,0.5,98608,123,98547,4681961,47.48
Belarus,2011,total,25,period,1.4499999,0.14400001,0.5,98486,142,98415,4583414,46.54
Belarus,2011,total,25-29,period,1.7800001,0.887,2.72,98486,874,490435,4583414,46.54
Belarus,2011,total,26,period,1.4499999,0.145,0.5,98343,143,98272,4485000,45.61
Belarus,2011,total,27,period,1.85,0.185,0.5,98201,182,98110,4386728,44.67
Belarus,2011,total,28,period,2.0,0.2,0.5,98019,196,97921,4288618,43.75
Belarus,2011,total,29,period,2.1599998,0.21599999,0.5,97823,211,97718,4190697,42.84
Belarus,2011,total,3,period,0.22,0.022,0.5,99531,22,99520,6766063,67.98
Belarus,2011,total,30,period,2.44,0.24300002,0.5,97612,238,97493,4092979,41.93
Belarus,2011,total,30-34,period,2.91,1.447,2.67,97612,1412,484770,4092979,41.93
Belarus,2011,total,31,period,2.6499999,0.264,0.5,97375,257,97246,3995486,41.03
Belarus,2011,total,32,period,2.8899999,0.28899997,0.5,97117,280,96977,3898240,40.14
Belarus,2011,total,33,period,3.11,0.311,0.5,96837,301,96686,3801263,39.25
Belarus,2011,total,34,period,3.48,0.348,0.5,96536,336,96368,3704577,38.38
Belarus,2011,total,35,period,3.42,0.341,0.5,96200,328,96036,3608209,37.51
Belarus,2011,total,35-39,period,3.98,1.9719999,2.63,96200,1897,476510,3608209,37.51
Belarus,2011,total,36,period,3.84,0.38300002,0.5,95872,368,95688,3512173,36.63
Belarus,2011,total,37,period,3.8300002,0.382,0.5,95504,365,95322,3416485,35.77
Belarus,2011,total,38,period,4.1800003,0.417,0.5,95140,396,94941,3321163,34.91
Belarus,2011,total,39,period,4.65,0.464,0.5,94743,440,94523,3226222,34.05
Belarus,2011,total,4,period,0.21,0.021,0.5,99509,21,99498,6666543,66.99
Belarus,2011,total,40,period,4.83,0.482,0.5,94303,454,94076,3131699,33.21
Belarus,2011,total,40-44,period,5.62,2.773,2.63,94303,2615,465322,3131699,33.21
Belarus,2011,total,41,period,5.2,0.519,0.5,93849,487,93606,3037623,32.37
Belarus,2011,total,42,period,5.58,0.557,0.5,93362,520,93102,2944017,31.53
Belarus,2011,total,43,period,6.1499996,0.61300004,0.5,92842,569,92558,2850915,30.71
Belarus,2011,total,44,period,6.36,0.634,0.5,92273,585,91980,2758357,29.89
Belarus,2011,total,45,period,6.8199997,0.68,0.5,91688,623,91376,2666377,29.08
Belarus,2011,total,45-49,period,7.5099998,3.6869998,2.61,91688,3381,450358,2666377,29.08
Belarus,2011,total,46,period,6.7599998,0.673,0.5,91065,613,90758,2575000,28.28
Belarus,2011,total,47,period,7.45,0.74300003,0.5,90452,672,90116,2484242,27.46
Belarus,2011,total,48,period,8.0,0.797,0.5,89780,716,89422,2394126,26.67
Belarus,2011,total,49,period,8.54,0.85,0.5,89064,757,88686,2304704,25.88
Belarus,2011,total,5,period,0.23,0.023,0.5,99487,23,99476,6567045,66.01
Belarus,2011,total,5-9,period,0.18,0.092,2.37,99487,91,497197,6567045,66.01
Belarus,2011,total,50,period,9.83,0.978,0.5,88307,864,87875,2216018,25.09
Belarus,2011,total,50-54,period,11.34,5.522,2.63,88307,4877,429975,2216018,25.09
Belarus,2011,total,51,period,10.42,1.0370001,0.5,87444,907,86990,2128143,24.34
Belarus,2011,total,52,period,11.19,1.113,0.5,86537,963,86056,2041152,23.59
Belarus,2011,total,53,period,12.03,1.196,0.5,85574,1023,85062,1955097,22.85
Belarus,2011,total,54,period,13.34,1.3249999,0.5,84551,1120,83991,1870034,22.12
Belarus,2011,total,55,period,14.84,1.473,0.5,83431,1229,82816,1786043,21.41
Belarus,2011,total,55-59,period,16.519999,7.944,2.57,83431,6627,401056,1786043,21.41
Belarus,2011,total,56,period,16.03,1.5900002,0.5,82202,1307,81548,1703227,20.72
Belarus,2011,total,57,period,16.39,1.625,0.5,80895,1315,80237,1621679,20.05
Belarus,2011,total,58,period,16.69,1.6559999,0.5,79580,1318,78921,1541442,19.37
Belarus,2011,total,59,period,18.820002,1.8640001,0.5,78262,1459,77533,1462521,18.69
Belarus,2011,total,6,period,0.19999999,0.02,0.5,99464,20,99454,6467569,65.02
Belarus,2011,total,60,period,21.880001,2.165,0.5,76803,1663,75972,1384988,18.03
Belarus,2011,total,60-64,period,24.26,11.453,2.56,76803,8797,362586,1384988,18.03
Belarus,2011,total,61,period,22.9,2.264,0.5,75141,1701,74290,1309016,17.42
Belarus,2011,total,62,period,24.58,2.428,0.5,73440,1783,72548,1234726,16.81
Belarus,2011,total,63,period,24.18,2.389,0.5,71656,1712,70800,1162178,16.22
Belarus,2011,total,64,period,28.09,2.77,0.5,69944,1938,68976,1091378,15.6
Belarus,2011,total,65,period,23.69,2.341,0.5,68007,1592,67211,1022402,15.03
Belarus,2011,total,65-69,period,30.09,14.023,2.57,68007,9536,316907,1022402,15.03
Belarus,2011,total,66,period,30.52,3.006,0.5,66415,1997,65416,955191,14.38
Belarus,2011,total,67,period,32.079998,3.1569998,0.5,64418,2034,63401,889775,13.81
Belarus,2011,total,68,period,31.46,3.097,0.5,62384,1932,61418,826374,13.25
Belarus,2011,total,69,period,33.33,3.2779999,0.5,60452,1982,59461,764956,12.65
Belarus,2011,total,7,period,0.12,0.012,0.5,99444,11,99438,6368115,64.04
Belarus,2011,total,70,period,37.09,3.641,0.5,58470,2129,57406,705494,12.07
Belarus,2011,total,70-74,period,42.22,19.147999,2.57,58470,11196,265197,705494,12.07
Belarus,2011,total,71,period,37.29,3.66,0.5,56341,2062,55310,648089,11.5
Belarus,2011,total,72,period,42.28,4.141,0.5,54279,2248,53155,592779,10.92
Belarus,2011,total,73,period,46.379997,4.533,0.5,52031,2358,50852,539623,10.37
Belarus,2011,total,74,period,49.48,4.828,0.5,49673,2398,48474,488771,9.84
Belarus,2011,total,75,period,55.629997,5.412,0.5,47275,2559,45995,440298,9.31
Belarus,2011,total,75-79,period,65.86,28.363,2.55,47275,13408,203578,440298,9.31
Belarus,2011,total,76,period,58.92,5.723,0.5,44716,2559,43436,394302,8.82
Belarus,2011,total,77,period,66.76,6.46,0.5,42157,2723,40795,350866,8.32
Belarus,2011,total,78,period,71.75,6.926,0.5,39433,2731,38068,310071,7.86
Belarus,2011,total,79,period,80.38,7.727,0.5,36702,2836,35284,272003,7.41
Belarus,2011,total,8,period,0.18,0.018000001,0.5,99433,18,99424,6268676,63.04
Belarus,2011,total,80,period,85.88,8.234,0.5,33866,2789,32472,236719,6.99
Belarus,2011,total,80-84,period,102.56,40.768,2.49,33866,13807,134625,236719,6.99
Belarus,2011,total,81,period,93.74,8.955,0.5,31077,2783,29686,204248,6.57
Belarus,2011,total,82,period,101.77,9.684,0.5,28295,2740,26924,174562,6.17
Belarus,2011,total,83,period,116.729996,11.029,0.5,25554,2818,24145,147637,5.78
Belarus,2011,total,84,period,125.08,11.772,0.5,22736,2676,21398,123492,5.43
Belarus,2011,total,85,period,135.16,12.660999,0.5,20060,2540,18790,102094,5.09
Belarus,2011,total,85-89,period,160.76,56.428997,2.36,20060,11319,70413,102094,5.09
Belarus,2011,total,86,period,148.18,13.795,0.5,17520,2417,16311,83304,4.75
Belarus,2011,total,87,period,167.95,15.4939995,0.5,15103,2340,13933,66993,4.44
Belarus,2011,total,88,period,182.63,16.734,0.5,12763,2136,11695,53060,4.16
Belarus,2011,total,89,period,194.84999,17.755001,0.5,10627,1887,9684,41365,3.89
Belarus,2011,total,9,period,0.18,0.018000001,0.5,99414,18,99405,6169253,62.06
Belarus,2011,total,90,period,211.89,19.159,0.5,8740,1675,7903,31682,3.62
Belarus,2011,total,90-94,period,250.66,73.318,2.17,8740,6408,25565,31682,3.62
Belarus,2011,total,91,period,238.69,21.324,0.5,7066,1507,6312,23779,3.37
Belarus,2011,total,92,period,271.74,23.924,0.5,5559,1330,4894,17466,3.14
Belarus,2011,total,93,period,284.74,24.925,0.5,4229,1054,3702,12572,2.97
Belarus,2011,total,94,period,306.11,26.548,0.5,3175,843,2754,8870,2.79
Belarus,2011,total,95,period,331.43,28.432,0.5,2332,663,2001,6117,2.62
Belarus,2011,total,95-99,period,366.14,85.837,1.91,2332,2002,5467,6117,2.62
Belarus,2011,total,96,period,357.81,30.351002,0.5,1669,507,1416,4116,2.47
Belarus,2011,total,97,period,385.11,32.293,0.5,1162,375,975,2700,2.32
Belarus,2011,total,98,period,413.16,34.242,0.5,787,270,652,1726,2.19
Belarus,2011,total,99,period,441.77,36.184002,0.5,518,187,424,1073,2.07
Belarus,2012,female,0,period,3.02,0.301,0.14,100000,301,99742,7767906,77.68
Belarus,2012,female,1,period,0.39999998,0.04,0.5,99699,40,99679,7668164,76.91
Belarus,2012,female,1-4,period,0.22,0.085999995,1.57,99699,86,398586,7668164,76.91
Belarus,2012,female,10,period,0.12,0.012,0.5,99534,12,99528,6771746,68.03
Belarus,2012,female,10-14,period,0.15,0.075,3.04,99534,75,497524,6771746,68.03
Belarus,2012,female,100,period,487.56998,39.201,0.5,557,218,448,1057,1.9
Belarus,2012,female,100-104,period,519.83,94.072,1.61,557,524,1008,1057,1.9
Belarus,2012,female,101,period,519.18,41.218002,0.5,339,140,269,610,1.8
Belarus,2012,female,102,period,550.62994,43.176003,0.5,199,86,156,341,1.71
Belarus,2012,female,103,period,581.69,45.063,0.5,113,51,88,185,1.63
Belarus,2012,female,104,period,612.11005,46.867,0.5,62,29,48,97,1.56
Belarus,2012,female,105,period,641.68,48.581,0.5,33,16,25,49,1.5
Belarus,2012,female,105-109,period,664.55,97.36,1.37,33,32,48,49,1.5
Belarus,2012,female,106,period,670.21,50.199,0.5,17,9,13,25,1.44
Belarus,2012,female,107,period,697.54,51.717003,0.5,8,4,6,12,1.39
Belarus,2012,female,108,period,723.52997,53.131996,0.5,4,2,3,6,1.35
Belarus,2012,female,109,period,748.11,54.445,0.5,2,1,1,3,1.32
Belarus,2012,female,11,period,0.07,0.007,0.5,99522,7,99519,6672217,67.04
Belarus,2012,female,110+,period,771.18,100.0,1.3,1,1,1,1,1.3
Belarus,2012,female,12,period,0.14,0.014,0.5,99516,13,99509,6572698,66.05
Belarus,2012,female,13,period,0.16,0.015999999,0.5,99502,16,99494,6473189,65.06
Belarus,2012,female,14,period,0.28,0.028,0.5,99487,28,99473,6373695,64.07
Belarus,2012,female,15,period,0.22,0.022,0.5,99459,22,99448,6274222,63.08
Belarus,2012,female,15-19,period,0.33,0.16499999,2.69,99459,164,496915,6274222,63.08
Belarus,2012,female,16,period,0.36,0.036000002,0.5,99437,36,99419,6174774,62.1
Belarus,2012,female,17,period,0.3,0.030000001,0.5,99401,30,99386,6075355,61.12
Belarus,2012,female,18,period,0.42,0.042,0.5,99371,42,99350,5975969,60.14
Belarus,2012,female,19,period,0.35,0.035,0.5,99329,35,99312,5876619,59.16
Belarus,2012,female,2,period,0.11,0.011,0.5,99659,11,99653,7568486,75.94
Belarus,2012,female,20,period,0.47,0.047,0.5,99295,46,99271,5777307,58.18
Belarus,2012,female,20-24,period,0.44,0.21800001,2.49,99295,217,495928,5777307,58.18
Belarus,2012,female,21,period,0.39999998,0.04,0.5,99248,39,99228,5678035,57.21
Belarus,2012,female,22,period,0.44,0.044,0.5,99209,43,99187,5578807,56.23
Belarus,2012,female,23,period,0.46,0.046,0.5,99165,45,99143,5479620,55.26
Belarus,2012,female,24,period,0.42999998,0.042999998,0.5,99120,42,99099,5380478,54.28
Belarus,2012,female,25,period,0.57,0.056999996,0.5,99078,56,99050,5281379,53.31
Belarus,2012,female,25-29,period,0.63,0.31300002,2.64,99078,310,494657,5281379,53.31
Belarus,2012,female,26,period,0.53999996,0.053999998,0.5,99022,54,98995,5182329,52.34
Belarus,2012,female,27,period,0.66999996,0.067,0.5,98968,67,98935,5083334,51.36
Belarus,2012,female,28,period,0.59000003,0.059,0.5,98901,59,98872,4984399,50.4
Belarus,2012,female,29,period,0.76000005,0.076000005,0.5,98843,75,98805,4885527,49.43
Belarus,2012,female,3,period,0.23,0.023,0.5,99647,23,99636,7468833,74.95
Belarus,2012,female,30,period,0.72,0.072000004,0.5,98768,71,98732,4786722,48.46
Belarus,2012,female,30-34,period,1.01,0.504,2.74,98768,498,492710,4786722,48.46
Belarus,2012,female,31,period,0.91,0.091,0.5,98697,89,98652,4687990,47.5
Belarus,2012,female,32,period,1.0799999,0.107999995,0.5,98608,106,98554,4589338,46.54
Belarus,2012,female,33,period,1.17,0.11699999,0.5,98501,115,98444,4490783,45.59
Belarus,2012,female,34,period,1.1899999,0.118,0.5,98386,117,98328,4392340,44.64
Belarus,2012,female,35,period,1.32,0.132,0.5,98269,130,98205,4294012,43.7
Belarus,2012,female,35-39,period,1.5500001,0.774,2.64,98269,761,489552,4294012,43.7
Belarus,2012,female,36,period,1.49,0.149,0.5,98140,146,98067,4195807,42.75
Belarus,2012,female,37,period,1.4499999,0.145,0.5,97993,142,97922,4097741,41.82
Belarus,2012,female,38,period,1.77,0.177,0.5,97851,173,97765,3999818,40.88
Belarus,2012,female,39,period,1.74,0.174,0.5,97678,170,97593,3902053,39.95
Belarus,2012,female,4,period,0.12,0.012,0.5,99624,12,99618,7369197,73.97
Belarus,2012,female,40,period,1.8299999,0.183,0.5,97509,179,97419,3804460,39.02
Belarus,2012,female,40-44,period,2.1599998,1.074,2.66,97509,1047,485090,3804460,39.02
Belarus,2012,female,41,period,1.7800001,0.178,0.5,97330,173,97244,3707041,38.09
Belarus,2012,female,42,period,2.32,0.232,0.5,97157,225,97045,3609797,37.15
Belarus,2012,female,43,period,2.54,0.254,0.5,96932,246,96809,3512753,36.24
Belarus,2012,female,44,period,2.32,0.232,0.5,96686,224,96574,3415944,35.33
Belarus,2012,female,45,period,2.28,0.227,0.5,96462,219,96352,3319370,34.41
Belarus,2012,female,45-49,period,2.95,1.466,2.64,96462,1414,478967,3319370,34.41
Belarus,2012,female,46,period,3.21,0.32,0.5,96242,308,96088,3223018,33.49
Belarus,2012,female,47,period,2.79,0.279,0.5,95934,267,95800,3126930,32.59
Belarus,2012,female,48,period,3.11,0.31,0.5,95667,297,95518,3031129,31.68
Belarus,2012,female,49,period,3.3899999,0.338,0.5,95370,322,95209,2935611,30.78
Belarus,2012,female,5,period,0.21,0.021,0.5,99613,21,99602,7269578,72.98
Belarus,2012,female,5-9,period,0.16,0.079,2.07,99613,78,497833,7269578,72.98
Belarus,2012,female,50,period,4.0699997,0.40600002,0.5,95047,386,94854,2840402,29.88
Belarus,2012,female,50-54,period,4.34,2.149,2.6,95047,2042,470331,2840402,29.88
Belarus,2012,female,51,period,3.98,0.39699998,0.5,94661,376,94473,2745548,29.0
Belarus,2012,female,52,period,4.23,0.422,0.5,94286,398,94087,2651075,28.12
Belarus,2012,female,53,period,4.4700003,0.446,0.5,93888,418,93679,2556988,27.23
Belarus,2012,female,54,period,4.98,0.497,0.5,93469,464,93237,2463309,26.35
Belarus,2012,female,55,period,6.2099996,0.619,0.5,93005,576,92717,2370072,25.48
Belarus,2012,female,55-59,period,7.11,3.4929998,2.6,93005,3249,457221,2370072,25.48
Belarus,2012,female,56,period,6.6,0.658,0.5,92430,608,92125,2277354,24.64
Belarus,2012,female,57,period,7.44,0.74200004,0.5,91821,681,91481,2185229,23.8
Belarus,2012,female,58,period,7.62,0.759,0.5,91140,692,90795,2093748,22.97
Belarus,2012,female,59,period,7.68,0.765,0.5,90449,692,90103,2002953,22.14
Belarus,2012,female,6,period,0.23,0.023,0.5,99592,22,99580,7169976,71.99
Belarus,2012,female,60,period,9.48,0.944,0.5,89757,847,89333,1912851,21.31
Belarus,2012,female,60-64,period,10.820001,5.274,2.64,89757,4734,437602,1912851,21.31
Belarus,2012,female,61,period,9.36,0.93200004,0.5,88909,829,88495,1823518,20.51
Belarus,2012,female,62,period,10.93,1.087,0.5,88081,957,87602,1735023,19.7
Belarus,2012,female,63,period,11.83,1.176,0.5,87123,1024,86611,1647421,18.91
Belarus,2012,female,64,period,12.58,1.25,0.5,86099,1076,85561,1560809,18.13
Belarus,2012,female,65,period,15.27,1.516,0.5,85023,1289,84379,1475248,17.35
Belarus,2012,female,65-69,period,17.0,8.167,2.61,85023,6943,408539,1475248,17.35
Belarus,2012,female,66,period,14.13,1.403,0.5,83734,1175,83147,1390870,16.61
Belarus,2012,female,67,period,17.470001,1.732,0.5,82559,1430,81844,1307723,15.84
Belarus,2012,female,68,period,19.460001,1.9269999,0.5,81129,1563,80347,1225879,15.11
Belarus,2012,female,69,period,18.85,1.868,0.5,79565,1486,78822,1145532,14.4
Belarus,2012,female,7,period,0.14,0.014,0.5,99569,14,99562,7070396,71.01
Belarus,2012,female,70,period,21.16,2.094,0.5,78079,1635,77262,1066709,13.66
Belarus,2012,female,70-74,period,26.92,12.668,2.68,78079,9891,367453,1066709,13.66
Belarus,2012,female,71,period,23.24,2.297,0.5,76444,1756,75566,989447,12.94
Belarus,2012,female,72,period,27.24,2.687,0.5,74688,2007,73685,913881,12.24
Belarus,2012,female,73,period,30.38,2.993,0.5,72681,2175,71594,840197,11.56
Belarus,2012,female,74,period,33.420002,3.287,0.5,70506,2317,69347,768603,10.9
Belarus,2012,female,75,period,37.8,3.7099998,0.5,68189,2530,66924,699256,10.25
Belarus,2012,female,75-79,period,50.08,22.413,2.66,68189,15283,305147,699256,10.25
Belarus,2012,female,76,period,44.039997,4.31,0.5,65659,2830,64244,632332,9.63
Belarus,2012,female,77,period,50.27,4.9040003,0.5,62829,3081,61289,568088,9.04
Belarus,2012,female,78,period,58.29,5.664,0.5,59748,3384,58056,506799,8.48
Belarus,2012,female,79,period,63.3,6.136,0.5,56364,3459,54635,448743,7.96
Belarus,2012,female,8,period,0.12,0.012,0.5,99555,12,99549,6970834,70.02
Belarus,2012,female,80,period,71.71999,6.924,0.5,52905,3663,51074,394108,7.45
Belarus,2012,female,80-84,period,87.75,36.065998,2.53,52905,19081,217453,394108,7.45
Belarus,2012,female,81,period,77.83,7.4919996,0.5,49242,3689,47398,343034,6.97
Belarus,2012,female,82,period,91.85,8.782001,0.5,45553,4000,43553,295636,6.49
Belarus,2012,female,83,period,96.21001,9.179,0.5,41553,3814,39646,252083,6.07
Belarus,2012,female,84,period,109.38,10.371,0.5,37739,3914,35782,212437,5.63
Belarus,2012,female,85,period,121.880005,11.488,0.5,33825,3886,31882,176656,5.22
Belarus,2012,female,85-89,period,154.29001,55.308002,2.44,33825,18708,121250,176656,5.22
Belarus,2012,female,86,period,142.02,13.259999,0.5,29939,3970,27954,144774,4.84
Belarus,2012,female,87,period,152.94,14.207,0.5,25969,3690,24124,116820,4.5
Belarus,2012,female,88,period,180.5,16.556,0.5,22280,3689,20435,92695,4.16
Belarus,2012,female,89,period,206.12,18.685999,0.5,18591,3474,16854,72260,3.89
Belarus,2012,female,9,period,0.09,0.009000001,0.5,99543,9,99539,6871284,69.03
Belarus,2012,female,90,period,213.79,19.314,0.5,15117,2920,13657,55406,3.67
Belarus,2012,female,90-94,period,245.40999,72.7,2.2,15117,10990,44783,55406,3.67
Belarus,2012,female,91,period,217.95,19.654,0.5,12197,2397,10999,41749,3.42
Belarus,2012,female,92,period,261.64,23.138,0.5,9800,2268,8666,30750,3.14
Belarus,2012,female,93,period,288.97,25.249,0.5,7533,1902,6582,22084,2.93
Belarus,2012,female,94,period,308.2,26.705,0.5,5631,1504,4879,15502,2.75
Belarus,2012,female,95,period,335.8,28.751999,0.5,4127,1187,3534,10623,2.57
Belarus,2012,female,95-99,period,373.22,86.506996,1.9,4127,3570,9566,10623,2.57
Belarus,2012,female,96,period,364.56998,30.836,0.5,2940,907,2487,7089,2.41
Belarus,2012,female,97,period,394.34,32.939,0.5,2034,670,1699,4602,2.26
Belarus,2012,female,98,period,424.91,35.045002,0.5,1364,478,1125,2903,2.13
Belarus,2012,female,99,period,456.07,37.138,0.5,886,329,721,1779,2.01
Belarus,2012,male,0,period,3.82,0.38099998,0.14,100000,381,99673,6660295,66.6
Belarus,2012,male,1,period,0.34,0.033999998,0.5,99619,34,99602,6560622,65.86
Belarus,2012,male,1-4,period,0.35,0.138,1.97,99619,138,398199,6560622,65.86
Belarus,2012,male,10,period,0.38000003,0.038000003,0.5,99392,37,99373,5665233,57.0
Belarus,2012,male,10-14,period,0.25,0.123,2.17,99392,123,496611,5665233,57.0
Belarus,2012,male,100,period,482.77,38.889,0.5,105,41,85,205,1.94
Belarus,2012,male,100-104,period,508.59,93.453995,1.62,105,98,194,205,1.94
Belarus,2012,male,101,period,507.46,40.476,0.5,64,26,51,120,1.86
Belarus,2012,male,102,period,532.12,42.029,0.5,38,16,30,68,1.78
